"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Regulation Of Angiogenesis (GO:0045765)","36/205",1.92644864359231e-14,5.75815499569741e-11,0,0,5.53178659529529,174.696658901214,"SEMA5A;RAMP2;HSPB6;NPR1;GATA6;ECSCR;PTPRM;TNFAIP3;GATA2;TSPAN12;ETS1;FGF2;AQP1;CDH5;RRAS;BMPER;HYAL1;ADAMTS1;ALOX5;HOXA5;SASH1;PPP1R16B;SEMA6A;PTGIS;ANXA3;EMP2;VEGFD;KLF4;CLDN5;IL6;RGCC;IL1B;RHOJ;COL4A3;PPARG;TEK"
"Positive Regulation Of MAPK Cascade (GO:0043410)","41/310",5.18050005328783e-12,7.74225732963866e-09,0,0,3.96428881035793,103.016482873171,"CCL14;NDRG4;RAMP3;PLA2G1B;LRRK2;C5AR1;ARRB1;FPR2;ADRB2;FGF2;AGER;CX3CL1;ART4;GHR;BMPER;GLIPR2;P2RY1;PLCE1;S100A12;CCL2;ALKAL2;CCN2;CD36;NTRK2;EDN1;CCL23;ANGPT1;CAV2;NPNT;MTURN;MARCO;BMP2;IL6;IL1B;DOK6;ROR1;TEK;FGFR4;TLR4;FERMT2;JCAD"
"Regulation Of ERK1 And ERK2 Cascade (GO:0070372)","34/244",8.31093358264431e-11,8.28046015950795e-08,0,0,4.18400621118012,97.1143994604042,"CCL14;NDRG4;RAMP3;C5AR1;FBLN1;ARRB1;FPR2;FGF2;AGER;CX3CL1;RRAS;BMPER;GLIPR2;P2RY1;TIMP3;CCL2;ALKAL2;CCN2;CD36;NTRK2;CCL23;SEMA6A;ANGPT1;NPNT;MTURN;TGFBR3;MARCO;BMP2;IL1B;ROR1;TEK;FGFR4;TLR4;FERMT2"
"Regulation Of Cell Migration (GO:0030334)","47/434",1.72991717038826e-10,1.29268060557263e-07,0,0,3.16518168269592,71.1462492972515,"SEMA5A;ACVRL1;ROBO4;TNXB;SEMA3B;FAM107A;SEMA3G;NEDD9;NEXN;ADARB1;LDB2;FGF2;VSIR;PPM1F;CX3CL1;NKD1;CDH5;DACH1;PODXL;PDPN;PHACTR1;SLIT2;SCAI;SASH1;NTNG1;EDN1;ACE;MYOC;FZD4;LIMCH1;SEMA6D;CAV1;TBX5;FGR;CLDN5;IGSF10;BMP2;CXCL12;TMSB15A;IL1B;MMRN2;PECAM1;MYADM;AMOTL1;RECK;FERMT2;HBEGF"
"Inflammatory Response (GO:0006954)","32/236",6.0559384492649e-10,3.62024000497056e-07,0,0,4.04399808703969,85.8330974169962,"CCL14;PTGER4;C5AR1;FPR1;FPR2;NLRC4;CXCL3;ITGAL;AGER;CXCL2;CX3CL1;IL1RL1;ADGRE5;HYAL1;CXCR2;PROK2;OLR1;CCL2;AOC3;CCL23;PPBP;FOS;SELE;BMP2;IL6;IL1B;AGTR1;AGTR2;ACKR1;IL17D;CDO1;TLR4"
"Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)","27/179",1.2512925186152e-09,6.23352223023471e-07,0,0,4.56104342282355,93.4972341677623,"CCL14;NDRG4;RAMP3;C5AR1;ARRB1;FPR2;FGF2;AGER;CX3CL1;BMPER;GLIPR2;P2RY1;CCL2;ALKAL2;CCN2;CD36;NTRK2;CCL23;ANGPT1;NPNT;MTURN;MARCO;BMP2;ROR1;TEK;FGFR4;FERMT2"
"Positive Regulation Of Angiogenesis (GO:0045766)","20/119",2.71449257723257e-08,1.15908833047831e-05,0,0,5.15313131313131,89.7782438504422,"SEMA5A;RAMP2;PTGIS;HSPB6;ANXA3;GATA6;EMP2;VEGFD;GATA2;KLF4;ETS1;FGF2;AQP1;CDH5;BMPER;RRAS;HYAL1;IL1B;TEK;SASH1"
"Regulation Of Endothelial Cell Migration (GO:0010594)","17/88",3.56242924049436e-08,1.3310126249797e-05,0,0,6.0921197837757,104.481304587103,"ACVRL1;EDN1;BMPR2;ANGPT1;ANXA3;PTPRM;EMP2;ETS1;FGF2;BMPER;RRAS;RHOJ;ATOH8;SLIT2;TEK;PLPP3;SASH1"
"Regulation Of Inflammatory Response (GO:0050727)","29/240",5.27992118357136e-08,1.74608352679556e-05,0,0,3.52764612954186,59.111953330286,"PTGER4;TNFAIP3;RORA;FPR2;NLRC4;ETS1;AGER;CX3CL1;CDH5;CAMK2N1;ALOX5;NFKBIZ;S100A12;SLC39A8;SNCA;IL33;PTGIS;PDE2A;NKG7;KLF4;SELE;IL6;IL1B;AGTR1;PPARG;CARD16;TEK;DNASE1L3;TLR4"
"Sprouting Angiogenesis (GO:0002040)","13/52",5.84169798191892e-08,1.74608352679556e-05,0,0,8.45046235138705,140.748021337068,"SEMA5A;CCBE1;RAMP2;EGR3;ANGPT1;VEGFD;FGF2;NR4A1;BMPER;ADTRP;SLIT2;TEK;RECK"
"Regulation Of Endothelial Cell Proliferation (GO:0001936)","17/93",8.37024983208976e-08,2.09442873399455e-05,0,0,5.68983714265744,92.7215690719797,"SEMA5A;PPP1R16B;BMPR2;EGR3;ANGPT1;CAV2;CAV1;TIE1;PTPRM;VEGFD;FGF2;NR4A1;BMP2;RGCC;ALOX5;ATOH8;TEK"
"Positive Regulation Of Vasculature Development (GO:1904018)","18/104",8.40854627230999e-08,2.09442873399455e-05,0,0,5.32830282038595,86.8056838300628,"SEMA5A;RAMP2;PTGIS;HSPB6;ANXA3;GATA6;EMP2;VEGFD;GATA2;ETS1;FGF2;AQP1;CDH5;RRAS;HYAL1;IL1B;TEK;SASH1"
"Positive Regulation Of Cell Motility (GO:2000147)","27/221",1.20783608415427e-07,2.7770938888747e-05,0,0,3.56573379029013,56.7995193656117,"SEMA5A;SEMA3B;FAM107A;SEMA3G;NEDD9;VSIR;PPM1F;DUOX1;CDH5;PODXL;SPOCK2;PDPN;EDN1;MYOC;CAVIN1;FZD4;SEMA6D;CAV1;FGR;BMP2;CXCL12;TMSB15A;IL1B;MYADM;PECAM1;FERMT2;HBEGF"
"Negative Regulation Of Cellular Process (GO:0048523)","47/537",1.4882733923057e-07,3.17746369257266e-05,0,0,2.48618285488469,39.0839853604637,"KANK2;SEMA5A;ACVRL1;BTG2;BMPR2;NPR1;NOTCH4;FHL1;FBLN1;ADARB1;PRDM11;ETS1;RERG;SOX17;ADAMTS1;HYAL1;PODXL;ALOX5;PDPN;CCN5;CCN2;MSX1;SLIT2;ADAMTS8;SOX7;JAM2;CCL23;CDKN2B;ANGPT1;DUSP1;WFS1;SUSD2;P3H2;TBX5;SMAD6;TENT5B;CBFA2T3;NR4A1;BMP2;IL6;RGCC;IL1B;COL4A3;MMRN2;AGTR2;CRYAB;APOBEC3A"
"Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428)","11/39",1.60258997360324e-07,3.1934276207334e-05,0,0,9.93892339544514,155.509112427839,"CX3CR1;EDN1;PTGIS;CAV1;IL1B;HBB;CD36;AGTR2;KLF4;TLR4;KLF2"
"Regulation Of Protein Phosphorylation (GO:0001932)","29/265",4.46469107548798e-07,8.34060101539599e-05,0,0,3.14980900752533,46.0561785531587,"PID1;LRRK2;ITLN1;FBLN1;ARRB1;FPR2;FGF2;AGER;CDH5;BMPER;P2RY1;LEPR;PLCE1;ROPN1L;SLIT2;SH3GL2;NTRK2;ANGPT1;LIMCH1;VEGFD;FGR;MARCO;BMP2;IL1B;MYADM;PECAM1;ADTRP;TEK;PLPP3"
"Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)","11/43",4.77785073973396e-07,8.40058580062635e-05,0,0,8.69474637681159,126.544250339329,"SEMA5A;CDH5;RAMP2;RGCC;ANGPT1;ECSCR;TNFAIP3;CCL2;NDNF;TEK;GATA2"
"Second-Messenger-Mediated Signaling (GO:0019932)","14/72",5.25079617288057e-07,8.40289169441922e-05,0,0,6.1213282247765,88.5126672682828,"EDN1;LRRK2;FPR1;NDNF;FPR2;SELE;CNKSR2;RCAN1;EDNRB;AGTR1;PLCE1;CD36;NOS1;AGTR2"
"Positive Regulation Of Response To External Stimulus (GO:0032103)","21/155",5.46175541894806e-07,8.40289169441922e-05,0,0,3.99553633700656,57.6169341574105,"PTGER4;IL33;PDE2A;SH2D1B;NKG7;FPR2;NLRC4;ETS1;CX3CL1;PPM1F;THBD;CAMK2N1;IL1B;NFKBIZ;MMRN2;AGTR1;S100A12;TLR8;TLR4;SASH1;SNCA"
"Positive Regulation Of Protein Phosphorylation (GO:0001934)","36/377",5.6225437901768e-07,8.40289169441922e-05,0,0,2.71682101848226,39.0986174519548,"ACVRL1;CX3CR1;CSF3;RAMP3;TNXB;BMPR2;LRRK2;ITLN1;ARRB1;FPR2;FGF2;AGER;CX3CL1;GHR;RASSF2;P2RY1;LEPR;NOS1;SNCA;GDF10;NTRK2;ANGPT1;LIMCH1;BDNF;CAV1;SH2D3C;VEGFD;TGFBR2;MARCO;BMP2;IL6;IL1B;PECAM1;PPARG;ADTRP;TEK"
"Negative Regulation Of Cell Population Proliferation (GO:0008285)","36/379",6.38283472772784e-07,9.08490142913262e-05,0,0,2.70069351212653,38.5239976036644,"ACVRL1;CDKN1C;KANK2;BTG2;NDRG4;BMPR2;GATA6;TNFAIP3;FBLN1;ADARB1;GATA2;ETS1;RERG;ADAMTS1;PDPN;ADAMTS8;SOX7;CCL23;CDKN2B;KRT4;P3H2;MCC;SMAD6;TENT5B;TBX5;CBFA2T3;TBX3;TGFBR3;BMP2;IL6;RGCC;IL1B;COL4A3;OGN;MMRN2;PPARG"
"Positive Regulation Of Cell Migration (GO:0030335)","29/272",7.68791858745544e-07,0.000104450857535929,0,0,3.05794638543177,43.0511317399381,"SEMA5A;BMPR2;SEMA3B;FAM107A;SEMA3G;NEDD9;VSIR;PPM1F;CDH5;GLIPR2;HYAL1;PODXL;PDPN;EDN1;SEMA6A;MYOC;FZD4;PRKCE;SEMA6D;CAV1;FGR;BMP2;CXCL12;TMSB15A;IL1B;MYADM;PECAM1;FERMT2;HBEGF"
"Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)","22/172",8.04816895672777e-07,0.000104591204398519,0,0,3.74117647058824,52.4986239065069,"NTNG1;ROBO2;ROBO4;CADM1;CNTN6;CRTAM;PTPRM;NEXN;ITGAL;SELE;TGFBR2;PTPRD;SELP;CLDN11;CDH5;CLDN5;FLRT3;CDHR3;PECAM1;CLDN18;ESAM;ADGRL3"
"Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)","10/37",9.14215737090435e-07,0.000113857951590138,0,0,9.35818713450292,130.127456790871,"RGCC;CAV2;ALOX5;CAV1;ATOH8;COL4A3;MMRN2;PTPRM;CCL2;PPARG"
"Negative Regulation Of Vascular Permeability (GO:0043116)","6/11",1.25025387919748e-06,0.000145327926848789,0,0,30.196335078534,410.433536288892,"CLDN5;RAMP2;PDE2A;SLIT2;FERMT2;SH3GL2"
"Positive Regulation Of Defense Response (GO:0031349)","18/124",1.26414389363283e-06,0.000145327926848789,0,0,4.31844640706544,58.6493191275265,"PTGER4;IL33;PDE2A;SH2D1B;NKG7;FPR2;NLRC4;ETS1;CX3CL1;CAMK2N1;IL1B;NFKBIZ;MMRN2;AGTR1;S100A12;TLR8;TLR4;SNCA"
"Cellular Response To Organic Substance (GO:0071310)","14/82",2.70566991903367e-06,0.000295421529752775,0,0,5.21840958605665,66.9008511448407,"ROBO2;CSF3;EDN1;RAMP2;PID1;RAMP3;MME;SLC1A1;GHR;SOCS2;CLEC3B;IL1B;CCL2;SLIT2"
"Heart Development (GO:0007507)","21/171",2.76741479862085e-06,0.000295421529752775,0,0,3.56635514018692,45.6407756976393,"ACVRL1;NDRG4;RAMP2;BMPR2;FOXF1;HEG1;CCM2L;TBX5;TBX3;TGFBR2;TBX2;TGFBR3;BMP2;PDLIM2;SOX17;FLRT3;GJA5;GPC3;PLCE1;TEK;SGCG"
"Positive Regulation Of Epithelial Cell Migration (GO:0010634)","15/95",3.3137807722777e-06,0.000341547956149587,0,0,4.75579470198675,60.0058629607828,"EDN1;BMPR2;ANGPT1;ANXA3;PRKCE;ETS1;FGF2;PPM1F;RRAS;GLIPR2;HYAL1;ATOH8;TEK;PLPP3;SASH1"
"Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)","20/163",4.81650059927732e-06,0.000479884009707997,0,0,3.55934731934732,43.5787368894007,"PTGER4;VIPR1;RAMP2;CALCRL;RAMP3;GPR65;PDE2A;FPR1;ADRB2;FPR2;ADGRE1;AKAP12;MARCO;ADGRD1;GRK5;ADGRE5;ADGRB3;ADGRL4;ADGRL2;ADGRL3"
"Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)","33/364",5.10086854203262e-06,0.000483447670974479,0,0,2.55656761509672,31.1545879250142,"RAMP2;PID1;RAMP3;BMPR2;GATA2;ETS1;FGF2;VSIR;PPM1F;CDH5;LAMP3;CD36;HOXA5;SNCA;EGR1;IL33;NTRK2;ANGPT1;WFS1;PDE2A;KLF4;KLF2;CLDN5;BMP2;IL6;RGCC;IL1B;AGTR1;PPARG;ADTRP;FGFR4;TLR4;RBMS3"
"Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429)","8/27",5.38811779842139e-06,0.000483447670974479,0,0,10.6152783533637,128.777279536137,"EDN1;IL1B;HBB;CD36;AGTR2;KLF4;TLR4;KLF2"
"Regulation Of Focal Adhesion Assembly (GO:0051893)","11/54",5.40340335002724e-06,0.000483447670974479,0,0,6.46680148297944,78.4324824926674,"ACVRL1;MYOC;LIMCH1;PEAK1;FAM107A;TEK;ARHGAP6;PHLDB2;PPM1F;GPM6B;FERMT2"
"Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)","17/124",5.49923747511953e-06,0.000483447670974479,0,0,4.03483883779524,48.8655341844413,"NTRK2;SHC3;BMPR2;NPR1;BDNF;TIE1;NEDD9;LIFR;ART4;PTPRD;FGR;DOK6;ROR1;ALKAL2;TEK;FGFR4;ANGPTL1"
"Neutrophil Migration (GO:1990266)","13/77",6.95959373002122e-06,0.000588901240472687,0,0,5.14279227212682,61.0726611302447,"CCL14;EDN1;CCL23;PLA2G1B;EMP2;PPBP;CXCL3;CXCL2;CX3CL1;CXCR2;PECAM1;CCL2;S100A12"
"Positive Regulation Of Multicellular Organismal Process (GO:0051240)","34/387",7.268377828501e-06,0.000588901240472687,0,0,2.47035503140781,29.2291849598253,"PTGER4;BMPR2;TNXB;EPAS1;NPR1;ADRB1;ADRB2;FGF2;GHR;ACADL;GLIPR2;PDPN;LEPR;ZBED2;CD36;PPARGC1B;SOX5;IL33;PRKCH;CADM1;ZBTB16;CAV1;CRTAM;TGFBR2;CNKSR2;FGR;BMP2;IL6;FABP4;RGCC;IL1B;MMRN2;PPARG;FERMT2"
"Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407)","8/28",7.28984472983921e-06,0.000588901240472687,0,0,10.0839895013123,119.283797301194,"EDN1;IL1B;HBB;CD36;AGTR2;KLF4;TLR4;KLF2"
"Cellular Response To Growth Factor Stimulus (GO:0071363)","19/155",8.3866780036844e-06,0.000659678435605596,0,0,3.55198950419049,41.5187295717013,"ACVRL1;RAMP2;SEMA6A;EGR3;BMPR2;PDE2A;SMAD9;NDNF;KLF4;TGFBR2;TMEM100;NR4A1;ZFP36;BMP2;CLEC3B;HYAL1;CCL2;NOS1;SOX5"
"Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718)","10/47",9.59045164644217e-06,0.000726980452812638,0,0,6.82539118065434,78.8656380635126,"BMP2;IL6;TNXB;RGCC;GLIPR2;IL1B;PDPN;EMP2;FERMT2;TGFBR2"
"Maintenance Of Blood-Brain Barrier (GO:0035633)","8/29",9.72874476831901e-06,0.000726980452812638,0,0,9.60329958755156,110.826165138607,"CDH5;CLDN5;IL6;SLC1A1;PECAM1;ESAM;JAM2;JAM3"
"Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)","25/246",1.02211726301313e-05,0.000739433811439081,0,0,2.88636156579307,33.1673228798878,"CX3CR1;CSF3;PLA2G1B;RTKN2;NLRC4;AGER;CX3CL1;S100A12;CD36;PPARGC1B;EDN1;PRKCH;FZD4;ANXA3;CAV1;BMP2;IL6;RGCC;IL1B;PPARG;ROR1;CARD16;PLPP3;TLR4;IL18R1"
"Positive Regulation Of Inflammatory Response (GO:0050729)","15/104",1.03901706525398e-05,0.000739433811439081,0,0,4.27286256417888,49.0296038248232,"PTGER4;IL33;PDE2A;NKG7;NLRC4;ETS1;CX3CL1;IL6;CAMK2N1;IL1B;NFKBIZ;AGTR1;S100A12;TLR4;SNCA"
"Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)","12/70",1.32984846184736e-05,0.000924399314525987,0,0,5.2330088254026,58.7554929178038,"CDKN1C;TGFBR3;CDKN2B;RGCC;KRT4;CAV2;ALOX5;CAV1;ATOH8;KLF9;PTPRM;MCC"
"Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)","12/71",1.54496331253211e-05,0.00104952166844511,0,0,5.14404543625061,56.9853510868925,"ECM2;MYOC;MYADM;NEDD9;EMP2;NDNF;CD36;NPNT;CX3CL1;PPM1F;FERMT2;LIMS2"
"Regulation Of Epithelial Cell Migration (GO:0010632)","10/50",1.71401788924792e-05,0.00113848877132489,0,0,6.3125,69.2739128737007,"BMPR2;BMPER;GLIPR2;HYAL1;PRKCE;RHOJ;EMP2;MCC;PPM1F;SASH1"
"Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)","14/96",1.79034669102778e-05,0.00116333614336566,0,0,4.32429990966576,47.2668301372686,"ACVRL1;GDF10;PDE2A;SMAD9;FOS;LRRC32;SMAD6;TGFBR2;TGFBR3;CDH5;CLDN5;CLEC3B;FERMT2;SOX5"
"Vasculature Development (GO:0001944)","6/16",1.83623983716143e-05,0.00116777039856926,0,0,15.0942408376963,164.605798971997,"ACVRL1;CDH5;BMPR2;FOXF1;NOTCH4;TCF21"
"Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)","10/51",2.05922547512696e-05,0.00125612753982745,0,0,6.15821566110398,66.4508144213016,"RGCC;ARHGEF15;MYOC;LIMCH1;GPR65;SYNPO2;CCN2;CX3CL1;PPM1F;FERMT2"
"Receptor Internalization (GO:0031623)","10/51",2.05922547512696e-05,0.00125612753982745,0,0,6.15821566110398,66.4508144213016,"CCL14;ENTREP1;RAMP2;CALCRL;RAMP3;CAV1;CXCR2;ARRB1;CD36;SNCA"
"Positive Regulation Of Endothelial Cell Migration (GO:0010595)","13/85",2.10849685510856e-05,0.0012604594199839,0,0,4.56946279172171,49.1991781469385,"SEMA5A;EDN1;BMPR2;ANGPT1;ANXA3;GATA2;ETS1;FGF2;RRAS;ATOH8;TEK;PLPP3;SASH1"
"Negative Regulation Of Angiogenesis (GO:0016525)","13/86",2.39772038848427e-05,0.00140525220415284,0,0,4.50663216373211,47.9433872342713,"SEMA6A;NPR1;ECSCR;PTPRM;KLF4;KLF2;CLDN5;RGCC;ALOX5;COL4A3;PPARG;TEK;HOXA5"
"Cellular Response To Cytokine Stimulus (GO:0071345)","28/308",2.48181373448964e-05,0.00142656562545953,0,0,2.55390835579515,27.081480314278,"CCL14;CSF3;PID1;CSF3R;LRRK2;AQP4;CX3CL1;GHR;DUOX1;ZFP36;HYAL1;LEPR;CCL2;GBP4;EGR1;CCL23;PTGIS;MME;DUSP1;PDE2A;LIFR;NPNT;IL6;CXCL12;IL1B;MNDA;IL7R;TLR4"
"Regulation Of Stress Fiber Assembly (GO:0051492)","12/75",2.73860561874458e-05,0.00149206772422229,0,0,4.8164342254052,50.5989369173618,"PTGER4;RGCC;ARHGEF15;MYOC;LIMCH1;GPR65;CCN2;ARHGAP6;PHLDB2;CGNL1;PPM1F;FERMT2"
"Regulation Of Sprouting Angiogenesis (GO:1903670)","8/33",2.7454210245257e-05,0.00149206772422229,0,0,8.06509186351706,84.707587442772,"PPP1R16B;SEMA6A;BMPER;ALOX5;RHOJ;KLF4;FGF2;KLF2"
"Extracellular Matrix Assembly (GO:0085029)","6/17",2.74552441727086e-05,0.00149206772422229,0,0,13.7213231794384,144.114417442066,"MFAP4;RAMP2;TNXB;MYH11;FBLN5;GPM6B"
"Regulation Of Cell Population Proliferation (GO:0042127)","53/766",2.83548172192307e-05,0.00151343836907644,0,0,1.91971965157926,20.100834707509,"ACVRL1;BTG2;CSF3;VIPR1;BMPR2;RTKN2;ADARB1;FGF2;ETS1;CX3CL1;RERG;ADAMTS1;ADAMTS8;JUNB;SOX7;EDN1;P3H2;GKN2;EMP2;LIFR;TENT5B;ECRG4;CBFA2T3;TGFBR2;CLDN5;IL1B;COL4A3;MMRN2;AGTR1;HBEGF;CCL14;KANK2;TNXB;PLA2G1B;NPR3;GRK5;CXCR2;PDPN;NTRK2;CCL23;CDKN2B;JUND;VEGFD;TBX5;SMAD6;TBX3;BMP2;IL6;MEIS1;RGCC;NR4A3;FGFR4;IL7R"
"Elastic Fiber Assembly (GO:0048251)","4/6",3.07351029259557e-05,0.00161170566045055,0,0,50.2036553524804,521.621257463939,"MFAP4;TNXB;MYH11;FBLN5"
"Regulation Of Smooth Muscle Cell Proliferation (GO:0048660)","10/54",3.47490661608054e-05,0.00178885928875657,0,0,5.73744019138756,58.9083516417939,"EDN1;NDRG4;BMP2;IL6;BMPR2;NR4A3;OGN;TNFAIP3;PPARG;CX3CL1"
"Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)","12/77",3.59088515642002e-05,0.00178885928875657,0,0,4.66774913740613,47.7722033212464,"CLDN5;SEMA6A;RGCC;NPR1;ALOX5;COL4A3;ECSCR;PTPRM;PPARG;TEK;KLF4;HOXA5"
"Positive Regulation Of Endothelial Cell Proliferation (GO:0001938)","12/77",3.59088515642002e-05,0.00178885928875657,0,0,4.66774913740613,47.7722033212464,"SEMA5A;PPP1R16B;NR4A1;BMP2;BMPR2;EGR3;AGTR1;VEGFD;TEK;GATA2;FGF2;JCAD"
"Regulation Of Cell-Substrate Adhesion (GO:0010810)","9/44",3.74375241134875e-05,0.00183443868156089,0,0,6.48601464238784,66.1108902758696,"ECM2;FZD4;PDPN;MYADM;NDNF;NPNT;CORO2B;CX3CL1;PPM1F"
"Positive Regulation Of Cell Differentiation (GO:0045597)","26/283",4.00438063399232e-05,0.00191883256471748,0,0,2.57990251453914,26.1228971924737,"ACVRL1;CSF3;TNXB;BMPR2;TMEM100;ZFP36;RRAS;GLIPR2;PDPN;CCN2;CD36;HOXA5;SOX5;MSR1;PRKCH;ZBTB16;NPNT;TGFBR2;BMP2;IL6;ZEB1;RGCC;IL1B;AGTR1;PPARG;FERMT2"
"Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178)","16/130",4.04437777106729e-05,0.00191883256471748,0,0,3.55828563451068,35.9941861689005,"ACVRL1;GDF10;BMPR2;SMAD9;FOS;SMAD6;LRRC32;TGFBR2;TMEM100;TGFBR3;CDH5;CLDN5;BMP2;ATOH8;PPARG;FERMT2"
"Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352)","7/26",4.2263668198328e-05,0.00197384537882504,0,0,9.27619507484307,93.4259662905312,"SEMA5A;CDH5;RAMP2;TNFAIP3;NDNF;TEK;GATA2"
"Circulatory System Development (GO:0072359)","16/132",4.88154386486145e-05,0.00224475917108783,0,0,3.49657001737858,34.7120727241053,"ACVRL1;RAMP2;FOXF1;NOTCH4;HEG1;TCF21;TBX5;TGFBR2;CDH5;BMP2;PDLIM2;SOX17;FLRT3;GJA5;PLCE1;TEK"
"Response To Molecule Of Bacterial Origin (GO:0002237)","11/69",6.09079844428209e-05,0.00273909860137733,0,0,4.79060469765117,46.4983099861686,"SELP;IL6;SLPI;IL1B;TNFAIP3;NOS1;SMAD6;CXCL2;TLR4;SELE;SNCA"
"Positive Regulation Of Protein Modification Process (GO:0031401)","22/225",6.13983293048784e-05,0.00273909860137733,0,0,2.75673717762967,26.7351898268603,"PPP1R16B;EGR1;NTRK2;ACE;ANGPT1;LIMCH1;LRRK2;ITLN1;VEGFD;ARRB1;FPR2;FGF2;AGER;MARCO;CDH5;BMP2;IL1B;P2RY1;LEPR;PECAM1;ADTRP;TEK"
"Axon Guidance (GO:0007411)","17/149",6.23155290370743e-05,0.00273913406311493,0,0,3.26638898949656,31.6294241786169,"SEMA5A;ROBO2;ROBO4;SEMA6A;BDNF;CNTN6;DCC;SEMA6D;SEMA3B;SEMA3G;PTPRM;NEXN;NFASC;CXCL12;FEZ1;ANOS1;SLIT2"
"Ventricular Septum Development (GO:0003281)","8/37",6.66169669830291e-05,0.00285397099660222,0,0,6.95121730473346,66.8467374842031,"ROBO2;TGFBR3;BMPR2;GJA5;PDE2A;SLIT2;TBX5;TGFBR2"
"Venous Blood Vessel Development (GO:0060841)","4/7",6.95235962835869e-05,0.00285397099660222,0,0,33.467362924282,320.411323379918,"ACVRL1;CCBE1;BMPR2;FOXF1"
"Lymphatic Endothelial Cell Differentiation (GO:0060836)","4/7",6.95235962835869e-05,0.00285397099660222,0,0,33.467362924282,320.411323379918,"ACVRL1;BMPR2;TIE1;PDPN"
"Neutrophil Chemotaxis (GO:0030593)","11/70",6.97843803033521e-05,0.00285397099660222,0,0,4.70916236796856,45.0671564312094,"CCL14;EDN1;CCL23;PLA2G1B;CXCR2;CCL2;S100A12;PPBP;CXCL3;CXCL2;CX3CL1"
"Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100)","13/95",6.99668658072064e-05,0.00285397099660222,0,0,4.01011695718014,38.3667489686025,"ACVRL1;CDKN1C;GDF10;CDKN2B;BMPR2;TNXB;ELAPOR2;TGFBR2;CDH5;ZEB2;BMP2;PPARG;ZNF423"
"Receptor-Mediated Endocytosis (GO:0006898)","15/122",7.06570270152441e-05,0.00285397099660222,0,0,3.55072104969982,33.9366306768063,"MSR1;RAMP2;CALCRL;RAMP3;CAV2;CAV1;SFTPD;STON1;ADRB2;ENTREP1;MARCO;CXCR2;CD36;LDLR;SNCA"
"Myelination (GO:0042552)","9/48",7.7178348305299e-05,0.00307581444112718,0,0,5.81956939249975,55.1077815363008,"NFASC;MYRF;MYOC;PLLP;EPB41L3;PMP22;MAL;TPPP;GPM6B"
"Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036)","8/38",8.15585224223061e-05,0.00320654010435007,0,0,6.71916010498688,63.2554480470174,"SEMA5A;CDH5;RAMP2;WFS1;TNFAIP3;NDNF;TEK;GATA2"
"Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)","14/110",8.36768578585834e-05,0.00320654010435007,0,0,3.69097222222222,34.6528702730484,"PTGER4;RAMP2;CALCRL;RAMP3;GPR65;ADRB1;ADRB2;ADGRE1;ADGRD1;ADGRE5;ADGRB3;ADGRL4;ADGRL2;ADGRL3"
"Response To Lipid (GO:0033993)","14/110",8.36768578585834e-05,0.00320654010435007,0,0,3.69097222222222,34.6528702730484,"GPX3;GATA6;SMAD6;SELE;SOCS2;SELP;SLPI;IL1B;PPARG;CD36;NOS1;FGFR4;TLR4;SNCA"
"Neuron Projection Guidance (GO:0097485)","15/124",8.52653891427309e-05,0.00322605377402054,0,0,3.48520566255544,32.6554776669775,"SEMA5A;ROBO2;ROBO4;SEMA6A;BDNF;CNTN6;DCC;SEMA6D;SEMA3B;SEMA3G;NEXN;NFASC;CXCL12;FEZ1;SLIT2"
