"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Positive Regulation Of DNA Biosynthetic Process (GO:2000573)","4/65",0.24062645845275,0.460456135925268,0,0,1.6409707657407,2.33757846611642,"RGCC;KLF4;FGFR4;FGF2"
"Regulation Of Endocytosis (GO:0030100)","4/66",0.249049482748473,0.472250735305756,0,0,1.614419270614,2.24421016327231,"FGR;STON1;GPC3;SNCA"
"Regulation Of JNK Cascade (GO:0046328)","6/110",0.249705049835681,0.472250735305756,0,0,1.44427104309303,2.00388976084763,"TGFBR3;RASSF2;GADD45B;IL1B;CCN2;MTURN"
"Regulation Of Protein Modification Process (GO:0031399)","3/45",0.249838836089427,0.472250735305756,0,0,1.78692493946731,2.47835629003821,"PPP1R16B;CDH5;ROPN1L"
"Positive Regulation Of Innate Immune Response (GO:0045089)","3/45",0.249838836089427,0.472250735305756,0,0,1.78692493946731,2.47835629003821,"SH2D1B;TLR8;FPR2"
"Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"KANK2;ZNF366"
"Regulation Of Keratinocyte Proliferation (GO:0010837)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"ZFP36;KLF9"
"Regulation Of Postsynapse Organization (GO:0099175)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"LRRK2;SHANK3"
"Cellular Response To Steroid Hormone Stimulus (GO:0071383)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"ATP1A2;ADTRP"
"Sodium Ion Homeostasis (GO:0055078)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"SCNN1G;ATP1A2"
"Lamellipodium Assembly (GO:0030032)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"ABLIM3;S1PR1"
"Metanephros Development (GO:0001656)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"ROBO2;SOX17"
"Negative Regulation Of Lipid Biosynthetic Process (GO:0051055)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"BMP2;ACADL"
"Negative Regulation Of Protein Transport (GO:0051224)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"ADTRP;PPM1F"
"Negative Regulation Of Response To Endoplasmic Reticulum Stress (GO:1903573)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"WFS1;LRRK2"
"Negative Regulation Of Smoothened Signaling Pathway (GO:0045879)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"HHIP;GPC3"
"Osteoclast Differentiation (GO:0030316)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"BMP2;OSCAR"
"Peptide Hormone Secretion (GO:0030072)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"EDN1;IL6"
"Positive Regulation Of Glucose Import (GO:0046326)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"ITLN1;SORBS1"
"Positive Regulation Of Interleukin-2 Production (GO:0032743)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"IL1B;SPTBN1"
"Proteoglycan Metabolic Process (GO:0006029)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"CHST9;BMPR2"
"Regulation Of B Cell Activation (GO:0050864)","2/25",0.250108034121449,0.472250735305756,0,0,2.17470561594203,3.01384256582958,"IL6;TNFAIP3"
"Regulation Of Transcription By RNA Polymerase II (GO:0006357)","84/2028",0.251888097313323,0.475311567468132,0,0,1.08881330309902,1.50122349722836,"ACVRL1;CSRNP1;CSF3;PID1;BMPR2;WWC2;TCF21;RORA;ARRB1;LDB2;HIF3A;ETS1;FGF2;CX3CL1;ZFP36;DACH1;EDNRB;SOX17;NOS1;JUNB;HOXA5;ZNF366;PKNOX2;SOX5;EDN1;KLF13;SFTPC;LMO2;RFX2;LMO7;FOS;TOX2;ZEB2;ZEB1;TAL1;PPARG;ERG;TLR4;ATF3;VGLL3;KANK2;EPAS1;PLA2G1B;NOTCH4;GATA6;GATA2;DNAJB4;ATOH8;ZBED2;MSX1;PPARGC1B;SNCA;EGR1;IL33;CBX7;MGAM;EGR3;JUND;FOXF1;WFS1;ZBTB16;CAV1;PDE2A;SMAD9;TBX5;KLF4;SMAD6;FLI1;TBX3;KLF2;TBX2;NR4A1;BMP2;IL6;KLF6;MEIS1;RGCC;NR4A3;BCL6B;MAFF;KLF9;ID4;ID3;FOSB"
"Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)","4/67",0.257534520808671,0.48077971041169,0,0,1.58871068009449,2.15524730196256,"COL4A3;PPARG;NLRC4;SNCA"
"Peptidyl-Tyrosine Phosphorylation (GO:0018108)","4/67",0.257534520808671,0.48077971041169,0,0,1.58871068009449,2.15524730196256,"FGR;EFEMP1;TEK;FGFR4"
"Sensory Perception Of Mechanical Stimulus (GO:0050954)","5/89",0.258344553912892,0.48077971041169,0,0,1.48972922502334,2.01629056266152,"CLIC5;WFS1;COL4A3;ROR1;CCDC50"
"Sodium Ion Transport (GO:0006814)","5/89",0.258344553912892,0.48077971041169,0,0,1.48972922502334,2.01629056266152,"SCNN1G;SCN7A;ATP1A2;SCN4B;SLC6A4"
"Organic Anion Transport (GO:0015711)","5/89",0.258344553912892,0.48077971041169,0,0,1.48972922502334,2.01629056266152,"CA4;SLCO2A1;SLC2A3;SLC39A8;ABCG2"
"Regulation Of Interleukin-10 Production (GO:0032653)","3/46",0.260291462557805,0.48077971041169,0,0,1.74527758406355,2.34906206433164,"IL6;TLR4;VSIR"
"Cellular Component Disassembly (GO:0022411)","3/46",0.260291462557805,0.48077971041169,0,0,1.74527758406355,2.34906206433164,"ADAMTS15;MMP19;TPSAB1"
"Homotypic Cell-Cell Adhesion (GO:0034109)","3/46",0.260291462557805,0.48077971041169,0,0,1.74527758406355,2.34906206433164,"HBB;PLPP3;MYL9"
"Myofibril Assembly (GO:0030239)","3/46",0.260291462557805,0.48077971041169,0,0,1.74527758406355,2.34906206433164,"TMOD1;PGM5;MYL9"
"Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176)","2/26",0.264559235557837,0.48077971041169,0,0,2.083984375,2.77105339157084,"GPRC5A;HBEGF"
"Regulation Of Interferon-Alpha Production (GO:0032647)","2/26",0.264559235557837,0.48077971041169,0,0,2.083984375,2.77105339157084,"TLR8;TLR4"
"Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016)","2/26",0.264559235557837,0.48077971041169,0,0,2.083984375,2.77105339157084,"FHL1;KCNAB1"
"Camera-Type Eye Development (GO:0043010)","2/26",0.264559235557837,0.48077971041169,0,0,2.083984375,2.77105339157084,"EFEMP1;NES"
"Cell-Cell Adhesion Mediated By Cadherin (GO:0044331)","2/26",0.264559235557837,0.48077971041169,0,0,2.083984375,2.77105339157084,"CDH5;CDHR3"
"Cellular Response To Xenobiotic Stimulus (GO:0071466)","2/26",0.264559235557837,0.48077971041169,0,0,2.083984375,2.77105339157084,"IL1B;PPM1F"
"Negative Regulation Of Catalytic Activity (GO:0043086)","2/26",0.264559235557837,0.48077971041169,0,0,2.083984375,2.77105339157084,"NOS1;NES"
"Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627)","2/26",0.264559235557837,0.48077971041169,0,0,2.083984375,2.77105339157084,"PID1;IL1B"
"Positive Regulation Of Adenylate Cyclase Activity (GO:0045762)","2/26",0.264559235557837,0.48077971041169,0,0,2.083984375,2.77105339157084,"ADRB1;ADRB2"
"Positive Regulation Of Erythrocyte Differentiation (GO:0045648)","2/26",0.264559235557837,0.48077971041169,0,0,2.083984375,2.77105339157084,"TAL1;ETS1"
"Positive Regulation Of Monooxygenase Activity (GO:0032770)","2/26",0.264559235557837,0.48077971041169,0,0,2.083984375,2.77105339157084,"IL1B;NPR3"
"Regulation Of Cardiac Muscle Cell Contraction (GO:0086004)","2/26",0.264559235557837,0.48077971041169,0,0,2.083984375,2.77105339157084,"GJA5;CAV1"
"Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)","5/90",0.265696016187478,0.48077971041169,0,0,1.4721261053441,1.95115950253543,"GHR;CSF3;IL6;ANGPT1;PECAM1"
"Cdc42 Protein Signal Transduction (GO:0032488)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"RHOJ"
"Regulation Of Complement Activation, Classical Pathway (GO:0030450)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SVEP1"
"DNA Cytosine Deamination (GO:0070383)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"APOBEC3A"
"Regulation Of Defense Response To Bacterium (GO:1900424)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"MMRN2"
"Regulation Of Dendritic Spine Maintenance (GO:1902950)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"NEDD9"
"Regulation Of Endothelial Cell Development (GO:1901550)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"IL1B"
"Regulation Of Epidermis Development (GO:0045682)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"MAFF"
"Regulation Of Fibroblast Apoptotic Process (GO:2000269)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"PRDM11"
"MyD88-independent Toll-Like Receptor Signaling Pathway (GO:0002756)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"TLR4"
"Schwann Cell Development (GO:0014044)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"MYOC"
"Regulation Of Interleukin-23 Production (GO:0032667)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"TLR4"
"Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902253)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"MSX1"
"Actin Filament Network Formation (GO:0051639)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"COBL"
"Regulation Of Lysosomal Protein Catabolic Process (GO:1905165)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"LDLR"
"Regulation Of Macrophage Migration (GO:1905521)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"CX3CR1"
"Androgen Biosynthetic Process (GO:0006702)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"HSD17B6"
"Angiotensin Maturation (GO:0002003)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"CPA3"
"Anoikis (GO:0043276)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"DAPK2"
"Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"DUSP1"
"Regulation Of Morphogenesis Of An Epithelium (GO:1905330)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"MMRN2"
"Apoptotic DNA Fragmentation (GO:0006309)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"DNASE1L3"
"Astral Microtubule Organization (GO:0030953)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"TPPP"
"Auditory Behavior (GO:0031223)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SHANK3"
"Regulation Of Neutrophil Migration (GO:1902622)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"JAM3"
"Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062207)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"CD36"
"Regulation Of Pinocytosis (GO:0048548)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"CAV1"
"Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034139)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"TNFAIP3"
"Cellular Response To Platelet-Derived Growth Factor Stimulus (GO:0036120)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"HYAL1"
"Dehydroascorbic Acid Transport (GO:0070837)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SLC2A3"
"Response To Magnesium Ion (GO:0032026)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SNCA"
"Selenocysteine Incorporation (GO:0001514)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SECISBP2L"
"Sensory Perception Of Sour Taste (GO:0050915)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SCNN1G"
"Sequestering Of Actin Monomers (GO:0042989)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"TMSB15A"
"Serotonin Uptake (GO:0051610)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SLC6A4"
"Endochondral Ossification (GO:0001958)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"COL13A1"
"Skeletal Myofibril Assembly (GO:0014866)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"MYH11"
"Sphingosine-1-Phosphate Receptor Signaling Pathway (GO:0003376)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"S1PR1"
"Translational Readthrough (GO:0006451)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SECISBP2L"
"Glucosamine-Containing Compound Catabolic Process (GO:1901072)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"CHI3L2"
"Glycerol Transmembrane Transport (GO:0015793)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"AQP9"
"Unsaturated Fatty Acid Biosynthetic Process (GO:0006636)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SCD5"
"Intestinal Epithelial Cell Differentiation (GO:0060575)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"GATA6"
"Learned Vocalization Behavior Or Vocal Learning (GO:0098598)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SHANK3"
"Leptin-Mediated Signaling Pathway (GO:0033210)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"LEPR"
"Maintenance Of Apical/Basal Cell Polarity (GO:0035090)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"LIN7A"
"Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045199)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"LIN7A"
"Manganese Ion Transport (GO:0006828)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SLC39A8"
"Mesodermal Cell Differentiation (GO:0048333)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"ITGA8"
"Negative Regulation Of cAMP-mediated Signaling (GO:0043951)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"PDE2A"
"Negative Regulation Of Glycoprotein Biosynthetic Process (GO:0010561)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"ITM2A"
"Negative Regulation Of Transporter Activity (GO:0032410)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SNCA"
"Neuronal Ion Channel Clustering (GO:0045161)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"MYOC"
"Neurotransmitter Reuptake (GO:0098810)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SLC6A4"
"p38MAPK Cascade (GO:0038066)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"ZFP36"
"Peripheral Nervous System Axon Ensheathment (GO:0032292)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"MYOC"
"Positive Regulation Of ATP Biosynthetic Process (GO:2001171)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"PID1"
"Positive Regulation Of Actin Cytoskeleton Reorganization (GO:2000251)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"TEK"
"Positive Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905665)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"RAMP3"
"Positive Regulation Of Calcium Ion Transport Into Cytosol (GO:0010524)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"PLA2G1B"
"Positive Regulation Of Inositol Phosphate Biosynthetic Process (GO:0060732)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SNCA"
"Positive Regulation Of Megakaryocyte Differentiation (GO:0045654)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"MTURN"
"Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"IL1B"
"Positive Regulation Of Smooth Muscle Cell Apoptotic Process (GO:0034393)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"PPARG"
"Presynaptic Membrane Assembly (GO:0097105)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"PTPRD"
"Pyrimidine-Containing Compound Catabolic Process (GO:0072529)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"DPYSL2"
"Pyrimidine-Containing Compound Metabolic Process (GO:0072527)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"SLC19A3"
"Regulation Of CD8-positive, Alpha-Beta T Cell Proliferation (GO:2000564)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"VSIR"
"Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903069)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"CAV1"
"Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000095)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"NKD1"
"Regulation Of Angiotensin Levels In Blood (GO:0002002)","1/8",0.269584073151553,0.48077971041169,0,0,3.57105703139513,4.68120930581125,"CPA3"
"Cognition (GO:0050890)","3/47",0.270799163490943,0.482083799686973,0,0,1.70552329026905,2.22805780980172,"C5AR1;FAM107A;SHROOM4"
"Insulin Receptor Signaling Pathway (GO:0008286)","3/47",0.270799163490943,0.482083799686973,0,0,1.70552329026905,2.22805780980172,"CAV2;PDK4;SORBS1"
"Positive Regulation Of Lymphocyte Activation (GO:0051251)","3/47",0.270799163490943,0.482083799686973,0,0,1.70552329026905,2.22805780980172,"IL6;CCL2;SIRPB1"
"Regulation Of Endopeptidase Activity (GO:0052548)","4/69",0.274668179083846,0.488389760429278,0,0,1.53966659971882,1.98954414130947,"SPOCK2;TIMP3;SERPING1;VSIR"
"Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412)","4/69",0.274668179083846,0.488389760429278,0,0,1.53966659971882,1.98954414130947,"FHL1;FXYD1;FXYD6;SCN4B"
"Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239)","2/27",0.279010610947651,0.492885766029863,0,0,2.00052083333333,2.55367577822386,"IL1B;EYA4"
"Amino Acid Import Across Plasma Membrane (GO:0089718)","2/27",0.279010610947651,0.492885766029863,0,0,2.00052083333333,2.55367577822386,"SLC22A4;SLC1A1"
"Regulation Of Mitochondrial Fission (GO:0090140)","2/27",0.279010610947651,0.492885766029863,0,0,2.00052083333333,2.55367577822386,"LRRK2;PPARG"
"Cardiac Muscle Cell Differentiation (GO:0055007)","2/27",0.279010610947651,0.492885766029863,0,0,2.00052083333333,2.55367577822386,"BMP2;MYH11"
"Synaptic Transmission, Glutamatergic (GO:0035249)","2/27",0.279010610947651,0.492885766029863,0,0,2.00052083333333,2.55367577822386,"GRIA1;CDHR3"
"In Utero Embryonic Development (GO:0001701)","2/27",0.279010610947651,0.492885766029863,0,0,2.00052083333333,2.55367577822386,"BMP2;FOXF1"
"Negative Regulation Of Notch Signaling Pathway (GO:0045746)","2/27",0.279010610947651,0.492885766029863,0,0,2.00052083333333,2.55367577822386,"ARRB1;GATA2"
"Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077)","2/27",0.279010610947651,0.492885766029863,0,0,2.00052083333333,2.55367577822386,"PID1;IL1B"
"Negative Regulation Of Neurogenesis (GO:0050768)","2/27",0.279010610947651,0.492885766029863,0,0,2.00052083333333,2.55367577822386,"IL6;IL1B"
"Positive Regulation Of Filopodium Assembly (GO:0051491)","2/27",0.279010610947651,0.492885766029863,0,0,2.00052083333333,2.55367577822386,"GPM6A;DOCK11"
"Regulation Of Actin Polymerization Or Depolymerization (GO:0008064)","2/27",0.279010610947651,0.492885766029863,0,0,2.00052083333333,2.55367577822386,"CXCL12;ESAM"
"Sensory Perception Of Sound (GO:0007605)","5/92",0.280534393334467,0.494992503941394,0,0,1.43813387423935,1.82795292805543,"CLIC5;WFS1;COL4A3;ROR1;CCDC50"
"Positive Regulation Of Protein Catabolic Process (GO:0045732)","5/92",0.280534393334467,0.494992503941394,0,0,1.43813387423935,1.82795292805543,"IL1B;ECSCR;GPC3;TNFAIP3;NKD1"
"Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242)","3/48",0.281352002021555,0.496142261971934,0,0,1.66753585397653,2.11468345437108,"CAV1;DAPK2;RTKN2"
"Sulfur Compound Biosynthetic Process (GO:0044272)","4/70",0.283305741055563,0.497414206084195,0,0,1.51625919772134,1.91234947642658,"CHST9;ANGPT1;CDO1;PAPSS2"
"Positive Regulation Of Protein Polymerization (GO:0032273)","4/70",0.283305741055563,0.497414206084195,0,0,1.51625919772134,1.91234947642658,"CSF3;TPPP3;PRKCE;TPPP"
"Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277)","4/70",0.283305741055563,0.497414206084195,0,0,1.51625919772134,1.91234947642658,"EDN1;RAMP3;GRK5;PLCE1"
"Regulation Of Cellular Biosynthetic Process (GO:0031326)","4/70",0.283305741055563,0.497414206084195,0,0,1.51625919772134,1.91234947642658,"CX3CR1;PDK4;FGFR4;CES1"
"Protein Autophosphorylation (GO:0046777)","8/162",0.286594105096778,0.497414206084195,0,0,1.30047380441081,1.62518693970243,"FGR;NTRK2;GRK5;PEAK1;DAPK2;LRRK2;TEK;FGFR4"
"Antibacterial Humoral Response (GO:0019731)","3/49",0.291940346778438,0.497414206084195,0,0,1.6312000453489,2.00834293956664,"SLPI;PLA2G1B;SFTPD"
"Unsaturated Fatty Acid Metabolic Process (GO:0033559)","3/49",0.291940346778438,0.497414206084195,0,0,1.6312000453489,2.00834293956664,"ALOX5;SCD5;ABHD6"
"Negative Regulation Of T Cell Activation (GO:0050868)","3/49",0.291940346778438,0.497414206084195,0,0,1.6312000453489,2.00834293956664,"SFTPD;VSIG4;VSIR"
"Positive Regulation Of Nervous System Development (GO:0051962)","3/49",0.291940346778438,0.497414206084195,0,0,1.6312000453489,2.00834293956664,"CX3CR1;PTPRD;MME"
"Regulation Of Glucose Metabolic Process (GO:0010906)","2/28",0.293440753310579,0.497414206084195,0,0,1.92347756410256,2.35833645380867,"PDK4;RORA"
"Regulation Of Lipid Biosynthetic Process (GO:0046890)","2/28",0.293440753310579,0.497414206084195,0,0,1.92347756410256,2.35833645380867,"PDK4;SORBS1"
"Regulation Of Monoatomic Ion Transport (GO:0043269)","2/28",0.293440753310579,0.497414206084195,0,0,1.92347756410256,2.35833645380867,"KCNJ8;KCNJ15"
"Apoptotic Cell Clearance (GO:0043277)","2/28",0.293440753310579,0.497414206084195,0,0,1.92347756410256,2.35833645380867,"FCN1;FCN3"
"Regulation Of Nitric-Oxide Synthase Activity (GO:0050999)","2/28",0.293440753310579,0.497414206084195,0,0,1.92347756410256,2.35833645380867,"IL1B;NPR3"
"Regulation Of Protein Localization To Membrane (GO:1905475)","2/28",0.293440753310579,0.497414206084195,0,0,1.92347756410256,2.35833645380867,"GPC3;SPTBN1"
"Diterpenoid Metabolic Process (GO:0016101)","2/28",0.293440753310579,0.497414206084195,0,0,1.92347756410256,2.35833645380867,"ADH1B;ALDH1A1"
"Glycosaminoglycan Metabolic Process (GO:0030203)","2/28",0.293440753310579,0.497414206084195,0,0,1.92347756410256,2.35833645380867,"CHST9;HYAL1"
"Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010)","2/28",0.293440753310579,0.497414206084195,0,0,1.92347756410256,2.35833645380867,"CLEC14A;VEGFD"
"Negative Regulation Of Type II Interferon Production (GO:0032689)","2/28",0.293440753310579,0.497414206084195,0,0,1.92347756410256,2.35833645380867,"TLR4;VSIR"
"Positive Regulation Of Fibroblast Proliferation (GO:0048146)","2/28",0.293440753310579,0.497414206084195,0,0,1.92347756410256,2.35833645380867,"PLA2G1B;AQP1"
"Protein Depolymerization (GO:0051261)","2/28",0.293440753310579,0.497414206084195,0,0,1.92347756410256,2.35833645380867,"CFL2;NCKAP5"
"Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)","2/28",0.293440753310579,0.497414206084195,0,0,1.92347756410256,2.35833645380867,"GJA5;CAV1"
"Regulation Of Complement Activation (GO:0030449)","1/9",0.297716297987496,0.497414206084195,0,0,3.12451235370611,3.78570374239336,"IL1B"
"Regulation Of Dendritic Cell Apoptotic Process (GO:2000668)","1/9",0.297716297987496,0.497414206084195,0,0,3.12451235370611,3.78570374239336,"CXCL12"
"I-kappaB Phosphorylation (GO:0007252)","1/9",0.297716297987496,0.497414206084195,0,0,3.12451235370611,3.78570374239336,"TLR4"
"NAD Biosynthesis Via Nicotinamide Riboside Salvage Pathway (GO:0034356)","1/9",0.297716297987496,0.497414206084195,0,0,3.12451235370611,3.78570374239336,"PTGIS"
"Regulation Of Inflammatory Response To Wounding (GO:0106014)","1/9",0.297716297987496,0.497414206084195,0,0,3.12451235370611,3.78570374239336,"IL33"
"T-helper 1 Type Immune Response (GO:0042088)","1/9",0.297716297987496,0.497414206084195,0,0,3.12451235370611,3.78570374239336,"TLR4"
"Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001910)","1/9",0.297716297987496,0.497414206084195,0,0,3.12451235370611,3.78570374239336,"DNASE1L3"
"Aminoglycan Metabolic Process (GO:0006022)","1/9",0.297716297987496,0.497414206084195,0,0,3.12451235370611,3.78570374239336,"CHST9"
"Arachidonate Transport (GO:1903963)","1/9",0.297716297987496,0.497414206084195,0,0,3.12451235370611,3.78570374239336,"PLA2G1B"
"Arachidonic Acid Secretion (GO:0050482)","1/9",0.297716297987496,0.497414206084195,0,0,3.12451235370611,3.78570374239336,"PLA2G1B"
"Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002886)","1/9",0.297716297987496,0.497414206084195,0,0,3.12451235370611,3.78570374239336,"DNASE1L3"
