"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Arginine and proline metabolism","2/50",0.57873039937374,0.96573416337213,0,0,1.04069010416667,0.569172713745321,"MAOB;NOS1"
"Ovarian steroidogenesis","2/51",0.589568914715778,0.977821614650559,0,0,1.01939838435374,0.538613063560687,"ALOX5;LDLR"
"Prion disease","10/273",0.608810506738658,0.989460252817036,0,0,0.948919351610967,0.470899533914359,"EGR1;TUBB6;IL6;C7;CAV2;IL1B;CAV1;TUBB1;COX4I2;COX7A1"
"Vitamin digestion and absorption","1/24",0.610467559830943,0.989460252817036,0,0,1.0859388251258,0.535943522904829,"SLC19A3"
"Endocrine and other factor-regulated calcium reabsorption","2/53",0.610619425589813,0.989460252817036,0,0,0.979319852941177,0.483080253662245,"KL;ATP1A2"
"Insulin signaling pathway","5/137",0.611137214975228,0.989460252817036,0,0,0.945632798573975,0.465661524601088,"SOCS2;SOCS3;SHC3;SORBS1;ACACB"
"Peroxisome","3/82",0.616365406893989,0.992020063166656,0,0,0.948178832538412,0.458838242597463,"CAT;FAR2;HMGCLL1"
"Measles","5/139",0.623940676216447,0.994919576648571,0,0,0.931421324748805,0.439351425190362,"IL6;IL1B;TNFAIP3;FOS;TLR4"
"alpha-Linolenic acid metabolism","1/25",0.625482527966565,0.994919576648571,0,0,1.04063719115735,0.488300148073565,"PLA2G1B"
"Human cytomegalovirus infection","8/225",0.640409868837928,0.999991351036326,0,0,0.919868887356822,0.409936706605176,"PTGER4;IL6;CXCL12;IL1B;CXCR2;CCL2;GNG11;CX3CL1"
"Hedgehog signaling pathway","2/56",0.640633319118743,0.999991351036326,0,0,0.924768518518518,0.411797600240491,"HHIP;ARRB1"
"Glutamatergic synapse","4/114",0.644092210317451,0.999991351036326,0,0,0.90766674578685,0.399294745512491,"GRIA1;SLC1A1;GNG11;SHANK3"
"Taste transduction","3/86",0.64848229319225,0.999991351036326,0,0,0.902294968662132,0.390802520023503,"SCNN1G;PDE1C;P2RY1"
"Collecting duct acid secretion","1/27",0.65380054385018,0.999991351036326,0,0,0.960488146443933,0.408162274021058,"CA2"
"Fatty acid elongation","1/27",0.65380054385018,0.999991351036326,0,0,0.960488146443933,0.408162274021058,"HACD1"
"Butanoate metabolism","1/28",0.667147190090011,0.999991351036326,0,0,0.924866348793527,0.374334644316167,"HMGCLL1"
"Notch signaling pathway","2/59",0.668794559210234,0.999991351036326,0,0,0.875959429824561,0.352379516196351,"MFNG;NOTCH4"
"GABAergic synapse","3/89",0.671284989086723,0.999991351036326,0,0,0.870683120584579,0.347020778617537,"GABARAPL1;PLCL1;GNG11"
"Linoleic acid metabolism","1/29",0.679979937607077,0.999991351036326,0,0,0.891788965261007,0.343955856004137,"PLA2G1B"
"Glycerolipid metabolism","2/61",0.686558915180154,0.999991351036326,0,0,0.84617761299435,0.318216292913748,"LPL;PLPP3"
"Thyroid hormone signaling pathway","4/121",0.6897337432383,0.999991351036326,0,0,0.853049474459396,0.316864916117858,"RCAN1;NOTCH4;PLCE1;ATP1A2"
"Ascorbate and aldarate metabolism","1/30",0.692318548776796,0.999991351036326,0,0,0.860992780592798,0.316594879323305,"KL"
"Glyoxylate and dicarboxylate metabolism","1/30",0.692318548776796,0.999991351036326,0,0,0.860992780592798,0.316594879323305,"CAT"
"beta-Alanine metabolism","1/30",0.692318548776796,0.999991351036326,0,0,0.860992780592798,0.316594879323305,"AOC3"
"Small cell lung cancer","3/92",0.692983308492258,0.999991351036326,0,0,0.841202408332479,0.308510449893282,"CDKN2B;GADD45B;COL4A3"
"Asthma","1/31",0.70418202695528,0.999991351036326,0,0,0.832249674902471,0.291885270411827,"MS4A2"
"Circadian rhythm","1/31",0.70418202695528,0.999991351036326,0,0,0.832249674902471,0.291885270411827,"RORA"
"Galactose metabolism","1/31",0.70418202695528,0.999991351036326,0,0,0.832249674902471,0.291885270411827,"MGAM"
"Alcoholism","6/186",0.725770034233165,0.999991351036326,0,0,0.831151832460733,0.26640250714623,"NTRK2;SHC3;MAOB;BDNF;FOSB;GNG11"
"SNARE interactions in vesicular transport","1/33",0.726555976174856,0.999991351036326,0,0,0.780152795838752,0.249211813935673,"STX11"
"Hepatitis C","5/157",0.727200532781985,0.999991351036326,0,0,0.820347437220502,0.261324140016034,"CLDN11;CLDN5;SOCS3;CLDN18;LDLR"
"Human papillomavirus infection","11/331",0.732622434043074,0.999991351036326,0,0,0.85643115942029,0.266456978846729,"PTGER4;TNXB;WNT2B;VWF;FZD4;MFNG;NOTCH4;COL4A3;ITGA8;COL6A6;COL6A5"
"Glycerophospholipid metabolism","3/98",0.733101018032092,0.999991351036326,0,0,0.787826802991834,0.244597983621826,"PLA2G1B;PLPP3;PLA1A"
"Pentose and glucuronate interconversions","1/34",0.737100915257126,0.999991351036326,0,0,0.756472396264334,0.230747129884322,"KL"
"Mitophagy","2/68",0.742634201491505,0.999991351036326,0,0,0.756155303030303,0.224995282185033,"GABARAPL1;RRAS"
"Parkinson disease","8/249",0.746986320810491,0.999991351036326,0,0,0.827218174491674,0.241306495248238,"TUBB6;MAOB;DUSP1;LRRK2;TUBB1;COX4I2;COX7A1;SNCA"
"Nicotinate and nicotinamide metabolism","1/35",0.747239710187827,0.999991351036326,0,0,0.734184961370764,0.213918920200093,"AOX1"
"Renal cell carcinoma","2/69",0.749903240832471,0.999991351036326,0,0,0.744830534825871,0.214370490326478,"EPAS1;ETS1"
"Hepatitis B","5/162",0.751936139103369,0.999991351036326,0,0,0.794013571458307,0.226376350029896,"IL6;EGR3;FOS;TLR4;TGFBR2"
"Starch and sucrose metabolism","1/36",0.756987984422077,0.999991351036326,0,0,0.713171094185398,0.198552465458125,"MGAM"
"Alanine, aspartate and glutamate metabolism","1/37",0.76636076093721,0.999991351036326,0,0,0.693324664065886,0.18449525505114,"ASPA"
"Melanoma","2/72",0.770657919485912,0.999991351036326,0,0,0.712797619047619,0.185691398193059,"GADD45B;FGF2"
"Allograft rejection","1/38",0.775372485485842,0.999991351036326,0,0,0.674551013952834,0.171613696274158,"PRF1"
"Primary immunodeficiency","1/38",0.775372485485842,0.999991351036326,0,0,0.674551013952834,0.171613696274158,"IL7R"
"Inositol phosphate metabolism","2/73",0.777234996113284,0.999991351036326,0,0,0.702721537558685,0.177094635404721,"PLCE1;PIP5K1B"
"Hepatocellular carcinoma","5/168",0.779366301781643,0.999991351036326,0,0,0.764545490998035,0.190581406849927,"SHC3;WNT2B;GADD45B;FZD4;TGFBR2"
"Various types of N-glycan biosynthesis","1/39",0.784037048884931,0.999991351036326,0,0,0.656765450687838,0.159790379697067,"CHST9"
"Glioma","2/75",0.789895163391789,0.999991351036326,0,0,0.6833975456621,0.16118276017969,"SHC3;GADD45B"
"Nicotine addiction","1/40",0.792367808249753,0.999991351036326,0,0,0.639891967590277,0.148921795654658,"GRIA1"
"Pancreatic cancer","2/76",0.795984243904764,0.999991351036326,0,0,0.674127252252252,0.153819584018789,"GADD45B;TGFBR2"
"Ferroptosis","1/41",0.800377607319891,0.999991351036326,0,0,0.623862158647594,0.138916418438125,"SLC39A8"
"Apoptosis","4/142",0.801079694237154,0.999991351036326,0,0,0.722442956067658,0.160234122330492,"GADD45B;BCL2A1;PRF1;FOS"
"Synaptic vesicle cycle","2/78",0.807695458672229,0.999991351036326,0,0,0.656318530701754,0.140170079270026,"SLC1A1;SLC6A4"
"Toxoplasmosis","3/112",0.810569177971898,0.999991351036326,0,0,0.686135664988099,0.144101244382338,"ALOX5;TLR4;LDLR"
"Chemical carcinogenesis","7/239",0.817907399147663,0.999991351036326,0,0,0.751265422334704,0.151008972247674,"PAQR5;ADRB1;ARRB1;FOS;ADRB2;KLF4;FGF2"
"Vasopressin-regulated water reabsorption","1/44",0.822602389539625,0.999991351036326,0,0,0.580246166873318,0.113311816667874,"AQP4"
"Tuberculosis","5/180",0.827133373008902,0.999991351036326,0,0,0.711671335200747,0.135067621385863,"IL6;FCGR3B;IL1B;CLEC4E;TLR4"
"Amyotrophic lateral sclerosis","11/364",0.83283666685459,0.999991351036326,0,0,0.775013343186764,0.141763684746848,"GRIA1;DNAH12;GABARAPL1;TUBB6;NXF3;GPX3;TUBB1;COX4I2;CAT;NOS1;COX7A1"
"Huntington disease","9/306",0.837322398641787,0.999991351036326,0,0,0.753912316330188,0.1338541908236,"GRIA1;DNAH12;TUBB6;BDNF;GPX3;TUBB1;COX4I2;PPARG;COX7A1"
"Shigellosis","7/246",0.839696407329919,0.999991351036326,0,0,0.728993128862616,0.127365941429935,"GABARAPL1;PRKCE;IL1B;PLCE1;NLRC4;MYL9;TLR4"
"Neurotrophin signaling pathway","3/119",0.841602798937198,0.999991351036326,0,0,0.644494897271052,0.111141283263202,"NTRK2;SHC3;BDNF"
"Sphingolipid signaling pathway","3/119",0.841602798937198,0.999991351036326,0,0,0.644494897271052,0.111141283263202,"PRKCE;S1PR1;MS4A2"
"ErbB signaling pathway","2/85",0.844097627405498,0.999991351036326,0,0,0.600746736947791,0.101818833570363,"SHC3;HBEGF"
"MicroRNAs in cancer","9/310",0.84784276552479,0.999991351036326,0,0,0.743736384631168,0.122761185952805,"ZEB2;ABCB1;ZEB1;TNXB;BMPR2;PRKCE;NOTCH4;TIMP3;RECK"
"Insulin secretion","2/86",0.848755125340191,0.999991351036326,0,0,0.593563988095238,0.0973353302714337,"ATP1A2;RAPGEF4"
"Sphingolipid metabolism","1/49",0.854288227371307,0.999991351036326,0,0,0.519668400520156,0.0818408299785245,"PLPP3"
"Cysteine and methionine metabolism","1/50",0.859911842372435,0.999991351036326,0,0,0.509036384384703,0.076826521891799,"CDO1"
"Cell cycle","3/124",0.860986384753102,0.999991351036326,0,0,0.617701250983223,0.0924554156346413,"CDKN1C;CDKN2B;GADD45B"
"Platelet activation","3/124",0.860986384753102,0.999991351036326,0,0,0.617701250983223,0.0924554156346413,"GUCY1A2;VWF;P2RY1"
"PD-L1 expression and PD-1 checkpoint pathway in cancer","2/89",0.861977368952989,0.999991351036326,0,0,0.573006465517241,0.0851065088708786,"FOS;TLR4"
"Necroptosis","4/159",0.86543838067668,0.999991351036326,0,0,0.64263454897667,0.0928729679059859,"IL33;IL1B;TNFAIP3;TLR4"
"Autoimmune thyroid disease","1/53",0.875515123995694,0.999991351036326,0,0,0.479593878163449,0.0637585783053893,"PRF1"
"GnRH signaling pathway","2/93",0.877960883631419,0.999991351036326,0,0,0.547704899267399,0.0712855661147533,"EGR1;HBEGF"
"Phosphatidylinositol signaling system","2/97",0.892220871392645,0.999991351036326,0,0,0.52453399122807,0.0598186764079332,"PLCE1;PIP5K1B"
"Prostate cancer","2/97",0.892220871392645,0.999991351036326,0,0,0.52453399122807,0.0598186764079332,"ZEB1;ERG"
"Glutathione metabolism","1/57",0.893653121904236,0.999991351036326,0,0,0.445244287571986,0.0500621928398316,"GPX3"
"Endometrial cancer","1/58",0.897759107468284,0.999991351036326,0,0,0.437410170419547,0.0471762183211092,"GADD45B"
"Autophagy","3/137",0.90194467106682,0.999991351036326,0,0,0.557395551577186,0.0575243920562987,"GABARAPL1;RRAS;DAPK2"
"Estrogen signaling pathway","3/137",0.90194467106682,0.999991351036326,0,0,0.557395551577186,0.0575243920562987,"SHC3;FOS;HBEGF"
"Steroid hormone biosynthesis","1/61",0.909151212215297,0.999991351036326,0,0,0.415474642392718,0.0395714039236729,"HSD17B6"
"T cell receptor signaling pathway","2/104",0.91351167207444,0.999991351036326,0,0,0.488357843137255,0.0441764236331037,"MAP3K8;FOS"
"Human immunodeficiency virus 1 infection","5/212",0.914664203709735,0.999991351036326,0,0,0.600644122383253,0.0535764175304095,"CFL2;FOS;GNG11;TLR4;APOBEC3A"
"GnRH secretion","1/64",0.919275396284307,0.999991351036326,0,0,0.395628212273206,0.0332998414743646,"ARRB1"
"Retrograde endocannabinoid signaling","3/148",0.92772780168575,0.999991351036326,0,0,0.514813649237962,0.0386197273232947,"GRIA1;ABHD6;GNG11"
"Glycolysis / Gluconeogenesis","1/67",0.928272613432239,0.999991351036326,0,0,0.377586003073649,0.0281036600790675,"ADH1B"
"Long-term potentiation","1/67",0.928272613432239,0.999991351036326,0,0,0.377586003073649,0.0281036600790675,"GRIA1"
"Cholinergic synapse","2/113",0.935114544522119,0.999991351036326,0,0,0.448550112612613,0.0300915448516797,"FOS;GNG11"
"mTOR signaling pathway","3/154",0.939013576878172,0.999991351036326,0,0,0.494202060146611,0.0310978331621796,"WNT2B;FZD4;CAB39L"
"Non-small cell lung cancer","1/72",0.941097584960689,0.999991351036326,0,0,0.350903862708108,0.0213028265541266,"GADD45B"
"p53 signaling pathway","1/73",0.943373440940169,0.999991351036326,0,0,0.346012136974426,0.0201701066139908,"GADD45B"
"Thermogenesis","5/232",0.946992967716568,0.999991351036326,0,0,0.547148080965132,0.0297996606116688,"KLB;NPR1;COX4I2;PPARG;COX7A1"
"Metabolism of xenobiotics by cytochrome P450","1/76",0.949687452481434,0.999991351036326,0,0,0.332119635890767,0.0171447947264696,"ADH1B"
"Antigen processing and presentation","1/78",0.95350108199045,0.999991351036326,0,0,0.32345937547498,0.0154014273312144,"KLRD1"
"Epstein-Barr virus infection","4/202",0.954551675203177,0.999991351036326,0,0,0.501938444497191,0.023346913224053,"IL6;GADD45B;TNFAIP3;ITGAL"
"RNA degradation","1/79",0.955298216037828,0.999991351036326,0,0,0.319295788736621,0.0146019453345266,"BTG2"
"B cell receptor signaling pathway","1/81",0.958687035702078,0.999991351036326,0,0,0.31128088426528,0.0131331278296792,"FOS"
"Lysosome","2/128",0.960191713356758,0.999991351036326,0,0,0.39484126984127,0.0160393656664348,"HYAL1;LAMP3"
"Protein processing in endoplasmic reticulum","3/171",0.962734504755772,0.999991351036326,0,0,0.443797727696033,0.0168543731120105,"PPP1R15A;WFS1;CRYAB"
"Oxidative phosphorylation","2/133",0.966253029486936,0.999991351036326,0,0,0.379671596692112,0.0130339527014214,"COX4I2;COX7A1"
"Systemic lupus erythematosus","2/135",0.968420148022995,0.999991351036326,0,0,0.373923088972431,0.0119989109812383,"FCGR3B;C7"
"Th1 and Th2 cell differentiation","1/92",0.97322587447581,0.999991351036326,0,0,0.27349633461467,0.00742243929279177,"FOS"
"Spinocerebellar ataxia","2/143",0.975822252279561,0.999991351036326,0,0,0.352559840425532,0.00862884135564099,"GRIA1;RORA"
"mRNA surveillance pathway","1/98",0.978868717393155,0.999991351036326,0,0,0.256498599064255,0.00547823144666201,"NXF3"
"Glucagon signaling pathway","1/107",0.985185449667426,0.999991351036326,0,0,0.234610005643202,0.00350164389830571,"ACACB"
"Ribosome biogenesis in eukaryotes","1/108",0.985758781386985,0.999991351036326,0,0,0.232405235589368,0.00333352725690679,"NXF3"
"Ubiquitin mediated proteolysis","1/140",0.995975866883677,0.999991351036326,0,0,0.178602501613793,0.000720170245678734,"SOCS3"
"Viral carcinogenesis","2/203",0.996940456351223,0.999991351036326,0,0,0.246540733830846,0.000755458405551971,"CDKN2B;EGR3"
"Herpes simplex virus 1 infection","8/498",0.998959521015512,0.999991351036326,0,0,0.401521238416627,0.000417991904023175,"ZNF331;SOCS3;IL6;NXF3;IL1B;CCL2;PILRA;CFP"
"RNA transport","1/186",0.999346214317866,0.999991351036326,0,0,0.133869890696939,8.75508406691152e-05,"NXF3"
"Olfactory transduction","3/440",0.999991351036326,0.999991351036326,0,0,0.168205645341743,1.4548108077141e-06,"PDE1C;PDE2A;ARRB1"
