"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"204767_s_at",1.00314316666667,8.23944325,8.47645889914761,6.90738875645992e-14,2.50272684068553e-12,21.0668221583419
"205119_s_at",-1.36084383333333,9.70900191666667,-8.47470654131878,6.97275300711918e-14,2.52306598718889e-12,21.05755560751
"214582_at",-1.06877916666667,6.84360225,-8.47312870359591,7.0321339187346e-14,2.54286985454242e-12,21.0492123260207
"60474_at",1.53568333333333,6.91512466666667,8.47290061701115,7.04075933652127e-14,2.54306523865947e-12,21.0480062823354
"235924_at",1.011395,7.9705585,8.46812751117267,7.22369588880257e-14,2.60696747670152e-12,21.0227695496996
"201719_s_at",-1.01391983333333,9.82472825,-8.46733849181142,7.25438850136749e-14,2.61631722501496e-12,21.0185981198444
"227013_at",-1.04202233333333,10.063773,-8.4647056113079,7.35774873612149e-14,2.64835360202398e-12,21.0046791528723
"218532_s_at",-1.243764,7.8568945,-8.46172769784028,7.47642099664581e-14,2.68822170881744e-12,20.9889374123555
"209616_s_at",-1.60962633333333,10.778444,-8.46167980197939,7.47834516526992e-14,2.68822170881744e-12,20.9886842380273
"223822_at",1.1640625,6.51294608333333,8.46123234725001,7.49634503535685e-14,2.69292158218223e-12,20.9863190390976
"209408_at",1.3650125,7.02403308333333,8.45707422436256,7.66569008077117e-14,2.74620146886907e-12,20.9643411014386
"204401_at",1.363738,7.35378616666667,8.45697504824219,7.6697752957715e-14,2.74620146886907e-12,20.9638169341158
"219233_s_at",1.29866633333333,7.737879,8.45222898970614,7.86782583127837e-14,2.81091748521388e-12,20.9387347485298
"227458_at",-1.568731,8.398875,-8.45157266705433,7.8956113612131e-14,2.81539587023171e-12,20.9352664570405
"218775_s_at",-1.43328,7.35446983333333,-8.44925986587143,7.99430467007812e-14,2.84192852949623e-12,20.9230451477694
"228480_at",-1.41874333333333,7.44808166666667,-8.44576667595348,8.14569996687406e-14,2.89198795901844e-12,20.9045879869797
"209813_x_at",-1.257705,7.288056,-8.4279493831187,8.96343420182636e-14,3.16177912893456e-12,20.8104751272599
"222036_s_at",1.1612055,7.68813641666667,8.42777182066007,8.97198150947592e-14,3.1627536365609e-12,20.8095374712316
"204395_s_at",-1.2546335,7.89015225,-8.42726575137913,8.9963866352676e-14,3.16727262899714e-12,20.806865092556
"212230_at",-1.19004483333333,10.0548769166667,-8.42310979645706,9.19932152796306e-14,3.23455244078058e-12,20.7849204271534
"229490_s_at",1.22458783333333,5.45735891666667,8.42271720260804,9.21872568330814e-14,3.23721147549693e-12,20.7828475553774
"204797_s_at",-1.30229216666667,8.07489675,-8.42196123741921,9.2562044234209e-14,3.24828611585711e-12,20.7788561727111
"214265_at",-1.45236183333333,7.67585558333333,-8.42062519928797,9.32281270309768e-14,3.26956244093564e-12,20.7718023103879
"218883_s_at",1.490323,7.084997,8.41954260115116,9.37713529647598e-14,3.2865055918899e-12,20.7660867364362
"231008_at",1.4458695,6.77305808333333,8.41852229970946,9.4286201727572e-14,3.30243310663357e-12,20.7607002255468
"205207_at",-2.84491,8.78175,-8.41642001693593,9.53559069004128e-14,3.33562649378124e-12,20.7496020889692
"218662_s_at",1.2972615,5.95060258333333,8.41160805470301,9.78500418632302e-14,3.41849906637196e-12,20.7242019231916
"204419_x_at",-1.720918,8.49275316666667,-8.40914676733569,9.91507555709762e-14,3.46012182929928e-12,20.7112113093943
"206254_at",1.02237566666667,4.94230116666667,8.4084070158797,9.95450425383294e-14,3.46578922240552e-12,20.7073071057325
"205194_at",1.3693015,6.77210091666667,8.40664976055689,1.00487923100006e-13,3.49502366125496e-12,20.6980331433349
"229599_at",1.01109766666667,8.28066683333333,8.40564321872962,1.01031994085395e-13,3.50948175134622e-12,20.6927213107654
"225571_at",-1.82235366666667,7.47792216666667,-8.40435898269709,1.01730425257362e-13,3.53149904821985e-12,20.6859442318411
"212944_at",1.059787,9.04430633333333,8.40402003714824,1.01915560415198e-13,3.53568100615543e-12,20.684155615913
"201531_at",-1.4241005,11.9463590833333,-8.40340117092287,1.02254455915071e-13,3.54518857143724e-12,20.6808899051133
"231148_at",1.08009266666667,5.67794183333333,8.3871582355846,1.11561360860664e-13,3.85076856379849e-12,20.5951988215195
"220622_at",1.95720583333333,5.82395358333333,8.37782386390966,1.17286164702087e-13,4.03563313724772e-12,20.545973474462
"222043_at",-1.6260195,9.17179191666667,-8.3753720369988,1.18837734702832e-13,4.08131478949583e-12,20.533045932774
"205392_s_at",-1.94167633333334,10.0220351666667,-8.373683660144,1.19918030763949e-13,4.11250295665556e-12,20.5241443298727
"224215_s_at",-1.06453583333333,7.14125975,-8.36225304133461,1.27493252449904e-13,4.33500844384237e-12,20.4638909002884
"208370_s_at",-1.042274,10.1811115,-8.36196755196886,1.2768842062806e-13,4.3389461764072e-12,20.462386289225
"203876_s_at",1.55375016666667,6.30729225,8.35929779037868,1.29527985722811e-13,4.39599169422389e-12,20.4483165145974
"215028_at",-1.30256966666667,5.20948383333333,-8.35146109573346,1.35081409098469e-13,4.57594550338217e-12,20.4070234069771
"43427_at",-1.058162,7.675769,-8.35121689492773,1.35258213462448e-13,4.57909772201818e-12,20.405736824083
"203088_at",-1.3502605,9.60169075,-8.34813626136241,1.37508496435403e-13,4.65239916002824e-12,20.3895071994657
"203591_s_at",-1.25001083333333,7.98791841666667,-8.34473389398851,1.40037088321949e-13,4.72917097220666e-12,20.3715843853396
"224444_s_at",1.09502916666667,7.09690558333333,8.34357099978991,1.40911896916747e-13,4.75577652094021e-12,20.3654589837291
"227719_at",-1.63262683333333,7.95760725,-8.33876912853528,1.44582125685647e-13,4.86203232801255e-12,20.3401680545425
"226188_at",-1.01658316666667,9.88084091666667,-8.33062902124494,1.51022348835876e-13,5.0564279991436e-12,20.2973036112202
"201287_s_at",1.02921783333333,11.0432010833333,8.32942014219503,1.52002808766682e-13,5.07992271963225e-12,20.2909387822176
"227762_at",-2.1220955,9.08465058333333,-8.32536015279154,1.55342226004863e-13,5.18202331105302e-12,20.269564423167
"232122_s_at",-1.94860366666667,8.241637,-8.32484393100592,1.5577202342374e-13,5.1931923053006e-12,20.2668468984786
"228262_at",1.67774,5.386376,8.32467159546441,1.55915770203268e-13,5.19481702368292e-12,20.2659396894794
"236335_at",-1.66651666666667,7.48796516666667,-8.32120549371235,1.58835053749812e-13,5.28242491713562e-12,20.247694469995
"226731_at",-1.1257385,8.99463258333333,-8.31926474491144,1.60493301074706e-13,5.33432901900277e-12,20.2374794234653
"204848_x_at",-1.60074483333333,8.50266391666667,-8.31744399336469,1.62064668106872e-13,5.37675104899467e-12,20.2278965423279
"220751_s_at",-1.14821033333333,8.50910883333333,-8.31686374963755,1.6256864497207e-13,5.3902005238617e-12,20.224842749939
"226489_at",-1.01010533333333,7.46128166666667,-8.31181590024658,1.67019290785339e-13,5.53105979629825e-12,20.1982785315006
"201250_s_at",1.457842,7.711546,8.30773684853457,1.70704116260999e-13,5.64966559114415e-12,20.1768156770609
"227697_at",-1.7918255,10.4423365833333,-8.30711433785947,1.71273530073068e-13,5.6650818250121e-12,20.1735404389578
"238512_at",-1.06031966666667,5.89714033333333,-8.30453411214469,1.736538865242e-13,5.74034234928092e-12,20.1599656897977
"236083_at",1.30605616666667,5.94963875,8.3031818284209,1.74914530249537e-13,5.77852081050964e-12,20.1528516719918
"229479_at",1.887576,5.28198183333333,8.29969348366124,1.78208658804907e-13,5.87669386016786e-12,20.134501790525
"223458_at",1.02442616666667,7.34245325,8.299378659348,1.7850897305446e-13,5.88304888592684e-12,20.1328458071701
"237466_s_at",-1.43862416666667,6.91646408333333,-8.29153289060087,1.86157873840307e-13,6.12405640927725e-12,20.09158222245
"228504_at",-2.20976983333333,9.03546391666667,-8.29106035667658,1.86628819452106e-13,6.1358573082044e-12,20.0890973333466
"207857_at",-1.13103666666667,6.45786716666667,-8.29069507525707,1.86993684850592e-13,6.14415848509983e-12,20.0871764729309
"218468_s_at",2.70782283333333,5.49412175,8.28825895671422,1.89445236226878e-13,6.21723786957056e-12,20.0743665281186
"235199_at",-1.1434145,7.69024758333333,-8.28437557568566,1.93419468700741e-13,6.32867112580071e-12,20.0539484403892
"239349_at",-1.66490633333333,6.87240616666667,-8.28293325272736,1.94916556433014e-13,6.36622623833634e-12,20.0463656224496
"226875_at",-1.00044633333333,9.17271383333333,-8.28041384765689,1.9755931833077e-13,6.43900430358471e-12,20.0331210303812
"207723_s_at",-1.24641966666667,5.1671035,-8.27579647611485,2.02495599552465e-13,6.590146967578e-12,20.0088501378292
"225240_s_at",1.15958916666667,8.43130208333333,8.274555087829,2.03843519973916e-13,6.63006808719444e-12,20.0023254800644
"49452_at",-1.24440016666667,7.67601358333333,-8.27211692462144,2.06516944021219e-13,6.70107650703867e-12,19.9895114073404
"209292_at",-1.86232766666667,7.94692416666667,-8.2685808021664,2.10456338960213e-13,6.8208063619737e-12,19.9709286587016
"213844_at",-1.4130295,8.86888841666667,-8.26779218912062,2.11345028570437e-13,6.84149759448706e-12,19.9667846911136
"210164_at",-1.59359066666667,8.59408883333333,-8.26012544780714,2.20181550606345e-13,7.11911666434177e-12,19.9265033514573
"201925_s_at",-1.01060416666667,11.36533425,-8.25875505636649,2.2179929865473e-13,7.15449950085389e-12,19.9193043171944
"204962_s_at",1.29286516666667,6.12016241666667,8.25859934203728,2.21983865689116e-13,7.15623104749553e-12,19.9184863282339
"225604_s_at",-1.3140175,8.42062225,-8.25421061096829,2.27249075621851e-13,7.31733993499687e-12,19.8954334149213
"204368_at",-1.38810116666667,9.90817091666667,-8.24909779588946,2.33539758175211e-13,7.50222460530533e-12,19.868581214657
"222934_s_at",-1.37553733333333,8.04121033333333,-8.24428549713071,2.39618767852483e-13,7.67046611963378e-12,19.8433113948062
"1553102_a_at",-1.14299316666667,8.01243725,-8.24118798720299,2.43614580055961e-13,7.78925565178927e-12,19.8270481885221
"209191_at",-1.18974616666667,10.5142225833333,-8.23516679872476,2.51572494401357e-13,8.02024847311613e-12,19.7954391818508
"206331_at",-1.7961745,8.50701791666667,-8.23165310191407,2.56335251053734e-13,8.16256834674603e-12,19.7769964624924
"213006_at",-1.91920583333333,7.99309308333333,-8.22942031146381,2.59408236151501e-13,8.2508116995831e-12,19.7652780819227
"238868_at",-1.42515333333333,6.11017733333333,-8.2277227605546,2.61769057297676e-13,8.31622498997702e-12,19.7563693819755
"204041_at",-1.06248883333333,9.71962925,-8.21633105024048,2.78173963087549e-13,8.81690517786188e-12,19.6965989228764
"223843_at",-1.07694833333333,5.87577216666667,-8.21587199439205,2.78856043087087e-13,8.83340333475464e-12,19.6941908036366
"229860_x_at",1.03017533333333,8.25206433333333,8.21501573798831,2.8013274287255e-13,8.86870742128354e-12,19.6896991442212
"209714_s_at",1.47028583333333,6.64135825,8.2147853097543,2.80477308422007e-13,8.87447733679006e-12,19.688490409925
"231181_at",-1.17351883333333,4.58508291666667,-8.21282203137897,2.83430192686926e-13,8.95236613816156e-12,19.6781922124138
"227255_at",1.00638333333333,7.77980233333333,8.20642862745762,2.93262123095203e-13,9.24155998860533e-12,19.6446608559997
"204007_at",-1.62554383333333,8.87866508333333,-8.20577805436466,2.9428140176936e-13,9.26833850330632e-12,19.6412492087698
"207526_s_at",-2.87255816666667,6.87868641666667,-8.20538221299027,2.94903304809533e-13,9.28257811770939e-12,19.6391734273204
"205609_at",-1.74321316666667,8.21332608333333,-8.20459420786775,2.96145225217611e-13,9.31630620757934e-12,19.6350412314162
"228143_at",2.2368555,7.71672941666667,8.19468292402109,3.12216897661568e-13,9.7824979252987e-12,19.5830770495464
"227985_at",1.36979633333333,8.04494916666667,8.18315697844173,3.3200012158538e-13,1.03548811452827e-11,19.5226690470137
"203892_at",1.5864155,10.8998790833333,8.17858220976395,3.40193391951875e-13,1.05922970985016e-11,19.4986989864407
"1559777_at",-1.14056766666667,5.54354616666667,-8.17493881533674,3.46862129308062e-13,1.07815161568609e-11,19.4796116300404
"1554690_a_at",-1.21245766666667,8.51741333333333,-8.17287463668854,3.50697829337067e-13,1.08945476244342e-11,19.4687986637389
"209496_at",-1.14236616666667,11.12737525,-8.16639049891287,3.63023175503139e-13,1.12327629431998e-11,19.4348371745746
"213909_at",1.758185,7.67125483333333,8.16546045061314,3.64826013480829e-13,1.12821619270726e-11,19.4299665439878
"203548_s_at",-1.82828183333333,9.68518408333333,-8.16368737653681,3.68287694782347e-13,1.13785735763946e-11,19.4206814446135
"205534_at",1.48046366666667,5.65129216666667,8.16252193111376,3.70580829542711e-13,1.1440715333285e-11,19.4145786346548
"218309_at",-1.43412983333333,10.13010925,-8.1552855195246,3.85140280932243e-13,1.18634055549129e-11,19.3766908852308
"230636_s_at",-1.08742883333333,7.18348308333333,-8.15440335210678,3.86953616589341e-13,1.18991501614298e-11,19.3720727546931
"1558404_at",-1.19394616666667,4.83435841666667,-8.15123822942285,3.93529798361894e-13,1.20877762502452e-11,19.3555045446728
"218976_at",1.91248233333333,7.22853216666667,8.14647717173652,4.03631659912518e-13,1.23772075186298e-11,19.3305856169183
"213348_at",-1.098908,9.16217166666667,-8.14144638437256,4.14585988338057e-13,1.26846608351333e-11,19.3042593884231
"239849_at",-1.47566933333333,4.94169916666667,-8.14009032709948,4.17588973868198e-13,1.27693943770938e-11,19.2971638907439
"208079_s_at",1.322992,6.62357266666667,8.13911311494195,4.19766402258679e-13,1.28288027073747e-11,19.2920508861112
"204364_s_at",-1.3480235,7.15983841666667,-8.13693231298713,4.24666453645176e-13,1.29496030970719e-11,19.2806410385793
"207808_s_at",-1.2244725,9.79120058333333,-8.13146620939114,4.37199531111407e-13,1.32947076549033e-11,19.2520464423356
"222843_at",1.263602,7.60623566666667,8.12972646663731,4.41265149004469e-13,1.33959866861851e-11,19.2429465371057
"205756_s_at",-1.087839,9.16849533333333,-8.12918947162171,4.42527629781383e-13,1.34268580234723e-11,19.2401378399455
"209596_at",1.45708483333333,9.74758741666667,8.11204739337521,4.84771397682799e-13,1.46112878546345e-11,19.1505055819025
"223700_at",1.09712216666667,4.71946391666667,8.1097767408565,4.90659631870131e-13,1.47724754253851e-11,19.138636856103
"228347_at",2.0565145,7.77544208333333,8.10904252837611,4.92578750685767e-13,1.48220931170855e-11,19.1347993217381
"243059_at",-1.14524066666667,5.077101,-8.10846922844629,4.94082454044487e-13,1.48509940488633e-11,19.1318029035008
"1558444_at",-1.41422083333333,7.04917791666667,-8.10184614929852,5.11788386877907e-13,1.53578650123763e-11,19.0971909964938
"204069_at",-1.02418016666667,8.48709708333333,-8.08892190943664,5.4817551165305e-13,1.63957856124893e-11,19.0296728082661
"219859_at",-1.06685616666667,4.77700391666667,-8.08789350464057,5.51178982448561e-13,1.64676015657787e-11,19.0243015932462
"228732_at",-1.0170585,6.67913791666667,-8.08677609662596,5.54460928861528e-13,1.6547571662393e-11,19.01846574919
"212372_at",-1.17191666666667,11.7482431666667,-8.08366741220125,5.63693990041078e-13,1.67773374553598e-11,19.0022313615468
"1559605_a_at",-1.0304055,6.61631975,-8.08292817182124,5.65911989616367e-13,1.6815890234932e-11,18.9983711133621
"205612_at",-2.00269566666667,6.17360016666667,-8.08161188058442,5.69882850747185e-13,1.69154966691652e-11,18.9914978079692
"204822_at",1.665107,5.25982266666667,8.07471226563309,5.91154338475121e-13,1.75183541767627e-11,18.9554752229306
"212681_at",-1.2741475,7.63281491666667,-8.07006299627568,6.05931125387664e-13,1.79368079483327e-11,18.9312066028561
"226218_at",-1.52181516666667,10.4618330833333,-8.06804809426383,6.12448556893729e-13,1.81120722222121e-11,18.9206903152721
"231899_at",-1.1232255,7.74744625,-8.0669888738285,6.15902614226365e-13,1.81925853229749e-11,18.9151622784915
"242809_at",-1.72122466666667,7.9579145,-8.06472075443567,6.23364062360923e-13,1.84030400159738e-11,18.9033257448259
"240303_at",1.2608205,6.79853225,8.05902151260435,6.42511687881923e-13,1.89039383863158e-11,18.8735876266322
"230690_at",-1.296788,5.6707035,-8.05895129850906,6.4275119268699e-13,1.89039383863158e-11,18.8732212940252
"206239_s_at",3.33911383333333,7.54474841666667,8.0584665073548,6.4440726918246e-13,1.89424556142747e-11,18.8706919866319
"218009_s_at",1.35940383333333,7.00998358333333,8.05728280942365,6.48468691129836e-13,1.90413671791212e-11,18.8645164493584
"218002_s_at",2.38440983333333,8.94821341666667,8.05558239620427,6.54347583317977e-13,1.92018487319457e-11,18.8556455892744
"201058_s_at",-1.2402975,10.7543960833333,-8.05280600492653,6.64060526643426e-13,1.94469787328491e-11,18.8411626466459
"213386_at",-1.0546375,6.37286341666667,-8.04806846999693,6.80966252429192e-13,1.99100694393401e-11,18.8164528297129
"1557961_s_at",-1.09486366666667,5.43767883333333,-8.04391063863521,6.96155274381787e-13,2.03215641360514e-11,18.7947701007068
"227448_at",-1.198121,6.88042016666667,-8.04342448198585,6.97953096797598e-13,2.03631726613707e-11,18.7922350498257
"208029_s_at",1.14043833333333,10.9926773333333,8.04179714899116,7.04004657984942e-13,2.05287758268409e-11,18.7837496913138
"242496_at",-1.22064233333333,5.68513683333333,-8.04031509195264,7.09561329478374e-13,2.06797791520416e-11,18.7760222783278
"213869_x_at",1.27647166666667,8.4376515,8.03921915974922,7.13698311416831e-13,2.07892675422031e-11,18.7703083799065
"239229_at",-1.34992633333333,6.09898866666667,-8.03218001623918,7.40847316699203e-13,2.15227561320558e-11,18.7336136044053
"229613_at",-1.15601666666667,7.21405416666667,-8.0294593875993,7.51613204821888e-13,2.17892110146536e-11,18.7194336034876
"203726_s_at",-1.56217833333333,8.43908716666667,-8.02009174304783,7.89885112704998e-13,2.27899570116864e-11,18.6706199639017
"219093_at",-1.291177,7.94187866666667,-8.01816306932506,7.98001949062948e-13,2.29877537223481e-11,18.6605719685393
"212813_at",-1.03723933333333,9.5750135,-8.01804239272759,7.98512563271206e-13,2.29903498666947e-11,18.6599432918793
"226777_at",1.98297483333333,5.90621741666667,8.0153541700161,8.09971671380799e-13,2.32941256286721e-11,18.6459394546253
"235427_at",-1.31798066666667,8.52590983333333,-8.01434268069957,8.1432553032573e-13,2.3396347015533e-11,18.6406706330568
"232267_at",-1.54897466666667,7.9954355,-8.00930190477299,8.36372182181812e-13,2.39725937215588e-11,18.6144162957435
"1554503_a_at",-1.00912316666667,7.15806975,-8.00925626860062,8.36574464028062e-13,2.39725937215588e-11,18.6141786270073
"232204_at",-1.0667645,7.29398891666667,-8.00915361446207,8.37029655052818e-13,2.39730730172932e-11,18.6136440157288
"202497_x_at",-1.24409283333333,9.09371258333333,-8.00611758068537,8.50603924366446e-13,2.43236242493386e-11,18.5978336095889
"212845_at",-1.17562366666667,9.509742,-8.00565721637335,8.5268124603283e-13,2.43675956920313e-11,18.5954363781901
"232181_at",-1.15966683333333,6.19235241666667,-8.00166476118826,8.70909270393923e-13,2.48393136978549e-11,18.5746483880665
"208650_s_at",1.897373,8.89452266666667,7.99937796394803,8.81523742490106e-13,2.5089698397005e-11,18.562742837374
"205442_at",-1.54250516666667,6.71115058333333,-7.99715803388334,8.91950759121591e-13,2.53600664352434e-11,18.5511863796049
"1555233_at",-1.5793355,7.11006508333333,-7.99507945332247,9.01824896334923e-13,2.56008703048348e-11,18.5403666212471
"227133_at",1.11823816666667,6.99381191666667,7.99435893766183,9.05272934685463e-13,2.56854165562676e-11,18.536616273999
"222780_s_at",-1.018705,5.95102883333333,-7.98008534713698,9.76343914854041e-13,2.76016564346663e-11,18.4623417896767
"235771_at",-1.091779,4.94714416666667,-7.97736716977043,9.90493537841975e-13,2.79727449284659e-11,18.4482019031505
"235759_at",-1.161132,5.68482416666667,-7.97305642494608,1.01335218570215e-12,2.85740230805906e-11,18.4257804869161
"226304_at",-1.34985066666667,7.15121583333333,-7.96369748978552,1.06479962424349e-12,2.99167109226686e-11,18.3771145363254
"1554408_a_at",1.14216383333333,7.88078091666667,7.95172108180098,1.13443645877274e-12,3.17427397049127e-11,18.3148630310721
"203554_x_at",1.34985216666667,9.52761375,7.95160036731178,1.13516089679293e-12,3.17467631878021e-11,18.3142357202171
"213164_at",1.01476,9.90020666666667,7.94491870800335,1.17598409782211e-12,3.28045564022572e-11,18.2795179844237
"205863_at",-2.65071433333333,7.31628933333333,-7.94130936355569,1.19863947709122e-12,3.33006165701028e-11,18.2607676069152
"213895_at",-1.93501966666667,7.160453,-7.938769918007,1.21483853121147e-12,3.37163942609072e-11,18.2475768575869
"236698_at",-1.1343105,5.98617775,-7.93840536919714,1.21718175744699e-12,3.37642884771255e-11,18.2456833716883
"210066_s_at",-2.55474866666667,6.73016683333333,-7.93671884489977,1.22808086263835e-12,3.40320938493421e-11,18.2369238194423
"225720_at",-1.54818866666667,7.67736383333333,-7.93617839441283,1.23159397214203e-12,3.41121582709553e-11,18.2341169212652
"226682_at",-1.22307083333333,9.37053608333333,-7.93337845799495,1.249954940383e-12,3.4568177220759e-11,18.219576029083
"228854_at",-2.52328783333333,10.0830644166667,-7.9270418394972,1.29251820822542e-12,3.57091627259852e-11,18.1866738912961
"214146_s_at",-2.43367916666667,7.32107025,-7.92693654191583,1.29323752041918e-12,3.57109906206661e-11,18.1861272139857
"213007_at",1.03899266666667,6.545196,7.92654255584773,1.29593245935399e-12,3.57673433696009e-11,18.1840817617827
"201417_at",1.025198,11.1328493333333,7.92335375398901,1.31795072993122e-12,3.63383540892534e-11,18.1675276465465
"218542_at",1.62024233333333,5.73232533333333,7.92000037410979,1.34150627441927e-12,3.69319514369957e-11,18.1501213534433
"215945_s_at",1.04672866666667,7.08734083333333,7.91807700052474,1.35520505671075e-12,3.72528086856008e-11,18.140138772505
"208078_s_at",-1.46489166666667,10.0391515,-7.91749608730191,1.35936972828736e-12,3.73485125096038e-11,18.1371238969643
"218899_s_at",-1.2279485,5.71802958333333,-7.91526021137542,1.37551807892131e-12,3.77542424523205e-11,18.1255205811619
"1554624_a_at",-1.00869733333333,6.03147016666667,-7.91241858421823,1.3963166037832e-12,3.82291488792421e-11,18.1107751077626
"219918_s_at",1.71439883333333,5.83518358333333,7.91179547015865,1.40091890792151e-12,3.83359566019061e-11,18.1075419272607
"205894_at",1.64067,7.51081266666667,7.91027257571661,1.4122304692119e-12,3.86068504520803e-11,18.0996403446346
"229116_at",-1.124524,5.91891266666667,-7.90813690028312,1.42824652301992e-12,3.8986210008045e-11,18.0885601183771
"222722_at",-2.19401883333333,7.83305408333333,-7.90758747923326,1.43239588262135e-12,3.9079962516129e-11,18.0857097829454
"229824_at",-1.38715083333333,7.02919725,-7.89814866025933,1.50557881299407e-12,4.09539908459955e-11,18.03675177653
"218952_at",1.43483533333333,7.43325433333333,7.89277568928626,1.54888373944142e-12,4.19857305175805e-11,18.0088909006311
"242051_at",-1.32662533333333,6.22645716666667,-7.88926181743069,1.57787146603931e-12,4.26868492853534e-11,17.990673329067
"202202_s_at",-1.03565616666667,9.23945358333333,-7.88633095815276,1.60246124239274e-12,4.32878302509006e-11,17.9754802946764
"213664_at",-1.843824,9.11879083333333,-7.88047322367719,1.65275344557638e-12,4.45363699541096e-11,17.9451201340061
"224663_s_at",-1.0446415,9.11873091666667,-7.87528708966462,1.69858589156245e-12,4.57263336391811e-11,17.9182466831944
"215806_x_at",-1.20987616666667,7.17144241666667,-7.87003463209325,1.74629080487755e-12,4.68951128470925e-11,17.8910351807854
"224476_s_at",1.17594916666667,7.26951625,7.86793544257811,1.76572648254779e-12,4.73705080634447e-11,17.8801614572726
"209173_at",1.64061766666667,11.3504688333333,7.86589210075678,1.78485135284103e-12,4.78315791088645e-11,17.8695778937622
"212099_at",-1.08464916666667,11.99428275,-7.85929277965844,1.8480343862511e-12,4.92643978879955e-11,17.8354023481152
"232361_s_at",1.23167333333333,6.84445916666667,7.85186891112358,1.92176944748346e-12,5.11302893144322e-11,17.7969675201471
"226287_at",1.00156333333333,6.89929633333333,7.85132166207343,1.92731900957075e-12,5.12529994398253e-11,17.7941347558694
"206941_x_at",-1.29359516666667,5.36201608333333,-7.84989313558725,1.94188055671709e-12,5.16151285554239e-11,17.786740465056
"205472_s_at",-1.05225,5.18963383333333,-7.84499968761398,1.99259442249743e-12,5.2809064493479e-11,17.7614143755222
"203543_s_at",-1.66848066666667,9.40147633333333,-7.84438349724467,1.99907290445148e-12,5.29550925634131e-11,17.7582256288319
"209772_s_at",1.56843433333333,8.73724766666667,7.83630088619081,2.08601319809034e-12,5.51512435230122e-11,17.7164059428187
"204621_s_at",-1.76098383333333,8.16632041666667,-7.83487598786447,2.10172470449706e-12,5.55397768092687e-11,17.7090348865687
"219681_s_at",-1.16169416666667,10.6919595833333,-7.83442640887284,2.10670628608695e-12,5.56445247303402e-11,17.7067092844188
"238720_at",-1.68473566666667,6.589069,-7.83327023733488,2.1195712061182e-12,5.59392355846204e-11,17.7007287830083
"209369_at",-1.77647783333333,10.1597515833333,-7.82831242047787,2.17562789035676e-12,5.72712830550099e-11,17.6750867707108
"215059_at",-1.52238633333333,7.9413695,-7.82784725640456,2.18096230371835e-12,5.73840779383064e-11,17.6726811890376
"204622_x_at",-1.8711305,8.64170941666667,-7.82535071513564,2.20981481950664e-12,5.805940665859e-11,17.6597711779195
"228532_at",-1.08516216666667,9.62457975,-7.82265623165628,2.24138028474308e-12,5.87475872810777e-11,17.645839043777
"225540_at",-1.3296165,8.62832708333333,-7.82238390126201,2.24459539577521e-12,5.87657999371761e-11,17.6444310132557
"1558217_at",1.12266883333333,7.13483425,7.81109719886062,2.38195038061069e-12,6.20748985032838e-11,17.586089076768
"229151_at",-1.72437316666667,5.54605008333333,-7.80889462849925,2.40971222434492e-12,6.27087176896994e-11,17.5747069340556
"227099_s_at",-1.3500525,11.5229170833333,-7.8077642856565,2.42408388295282e-12,6.30527051857494e-11,17.5688661006281
"201340_s_at",1.30887666666667,6.793429,7.80714135262748,2.43204045416454e-12,6.31995303381398e-11,17.5656473271973
"203325_s_at",1.14641633333333,9.06569266666667,7.80014245419828,2.52323752080281e-12,6.54449769686403e-11,17.5294887858681
"223821_s_at",1.18076583333333,6.22453108333333,7.79848784247555,2.54528889409706e-12,6.59543461065197e-11,17.520942052257
"228731_at",-1.647505,8.3214065,-7.79733098080223,2.56082018106175e-12,6.63178839166645e-11,17.5149667428028
"212225_at",-1.14648883333333,6.15026208333333,-7.79672770762585,2.56895662775396e-12,6.64731205028148e-11,17.5118508876532
"204875_s_at",1.10429566666667,7.8984995,7.79642409101424,2.57306125909772e-12,6.65452012116329e-11,17.5102827626875
"204466_s_at",-1.1898875,7.46733325,-7.78340078021138,2.75539086506706e-12,7.08945861400195e-11,17.4430381986278
"225790_at",-1.35583383333333,7.37596425,-7.78229063989494,2.77151383731962e-12,7.12758791417923e-11,17.4373077746367
"202067_s_at",-1.25504716666667,8.57446158333333,-7.77273281104783,2.91425674305464e-12,7.44913452204359e-11,17.3879822191027
"219439_at",1.00514166666667,8.228499,7.77217120117296,2.92286758752705e-12,7.46765352093651e-11,17.3850845012459
"219493_at",1.15271383333333,5.26902908333333,7.77185610044751,2.92770990275963e-12,7.47420901732665e-11,17.3834587172834
"223775_at",-1.56087266666667,5.67211766666667,-7.76883393769397,2.97455937722051e-12,7.58554262824306e-11,17.3678667441535
"236313_at",-1.55183133333333,7.73847816666667,-7.76707176907457,3.00221912813967e-12,7.63826574364990e-11,17.3587762528486
"219355_at",-1.0439145,6.52106958333333,-7.76553125566809,3.02660874257382e-12,7.69673641861506e-11,17.3508297612485
"212022_s_at",1.10284883333333,6.18738025,7.76415569514494,3.04855295641084e-12,7.74688953766469e-11,17.3437345849796
"223075_s_at",-1.07223016666667,8.14214058333333,-7.76120011872793,3.09623869159269e-12,7.85189473389752e-11,17.3284910272533
"228218_at",-1.13964316666667,7.46139125,-7.75581424485806,3.18504691324647e-12,8.06588420480550e-11,17.3007179217993
