"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000147689.16",6267.64484960182,6.79031989779441,0.236475711705912,28.7146610060278,2.50331324099392e-181,8.99440447489117e-177
"ENSG00000183010.17",3615.72504151403,3.68518798194868,0.132814776919919,27.7468220585927,1.90333226209362e-169,3.4193364088512e-165
"ENSG00000165312.6",1100.30823362134,-2.12051365182044,0.0811548452955098,-26.1292304125403,1.69743387482339e-150,2.03295997074681e-146
"ENSG00000272620.2",2787.08361506128,6.30354281593101,0.256906347955352,24.5363451160284,6.0502554716398e-133,5.43464197740045e-129
"ENSG00000116016.14",27013.1462286784,-2.72432395512274,0.111276506717556,-24.4824719564362,2.27073935537216e-132,1.63175330077043e-128
"ENSG00000135604.10",805.432377051395,-3.06928632792916,0.125693408029806,-24.4188329049151,1.07910375839685e-131,6.46203300653314e-128
"ENSG00000235387.5",65.1436798144667,-2.72183871462348,0.111638970417112,-24.3807221121262,2.73897136782086e-131,1.40587487494005e-127
"ENSG00000261371.6",11822.8685611655,-2.32197130212773,0.0955490436649374,-24.3013557547494,1.89668310293471e-130,8.51847798605553e-127
"ENSG00000175832.13",1981.63815566495,3.84939899723973,0.159301680639333,24.1642083234197,5.29427382876688e-129,2.11359176297327e-125
"ENSG00000162062.15",267.552132600109,3.51241809789438,0.146004283119943,24.0569524594626,7.06021281200206e-128,2.53673446335234e-124
"ENSG00000183856.11",1349.65469668539,3.60927640495664,0.150765042552913,23.9397432179274,1.18175474431548e-126,3.86004072393228e-123
"ENSG00000131747.15",5332.17584239389,3.86345710484015,0.162031149196682,23.8439159630379,1.17104991508861e-125,3.50631862076113e-122
"ENSG00000170989.10",1757.57391091696,-2.85840349676814,0.120358573705824,-23.7490642233311,1.12347448944731e-124,3.10511064660321e-121
"ENSG00000204949.9",209.79115430802,6.61759158177386,0.279278974324324,23.6952731503837,4.03387143860874e-124,1.03526429135151e-120
"ENSG00000179913.11",2100.17922101703,4.34942884492379,0.183674165786581,23.6801339279123,5.77753339100184e-124,1.38391183159131e-120
"ENSG00000102760.13",3346.26195070316,-2.88432487760635,0.122507520084323,-23.5440638715162,1.44404548294143e-122,3.24278463763034e-119
"ENSG00000139567.13",2207.88787645927,-2.57070161819928,0.10931246199358,-23.5170041120313,2.73279527707702e-122,5.77584319443396e-119
"ENSG00000010319.7",706.538781089439,-3.22939297655623,0.138724100875412,-23.2792496485995,7.19429587249506e-120,1.43606139277082e-116
"ENSG00000213853.10",14432.0194610917,-2.73639280586249,0.117572231253617,-23.2741420034785,8.10431149219061e-120,1.53256795744426e-116
"ENSG00000182010.11",2068.78341890139,-4.06860135344098,0.175854239722292,-23.1362141729769,2.00128178674985e-118,3.5953027298961e-115
"ENSG00000120156.22",942.498499682661,-3.25532776101623,0.141309481869043,-23.0368671511589,1.99186042113623e-117,3.40797833006785e-114
"ENSG00000286042.1",1282.62949256678,7.82952722947802,0.339911867042189,23.0339920097766,2.12851286762022e-117,3.47624851516338e-114
"ENSG00000186193.9",448.609364190675,3.80200610400251,0.165337859002755,22.9953752088876,5.18540863710181e-117,8.10051010135079e-114
"ENSG00000070778.13",1155.18722058437,-2.44912817575528,0.106938217336947,-22.9022723283149,4.41014194859571e-116,6.60235000887683e-113
"ENSG00000122679.8",1095.18414557134,-3.23472238147623,0.14198914365177,-22.7814767966305,6.99913405835577e-115,1.00591554686689e-111
"ENSG00000090889.12",845.297974926238,3.81840446084778,0.167816275677726,22.7534811234914,1.3255363591134e-114,1.83178928395941e-111
"ENSG00000077152.11",830.12547704866,3.31276589974117,0.146869504094609,22.5558458862038,1.1766800954062e-112,1.56585614177573e-109
"ENSG00000132622.11",424.883768336125,-2.79805528196493,0.124219043534532,-22.5251716834149,2.35246726006272e-112,3.01871959478763e-109
"ENSG00000157654.19",6112.66460065433,-2.5127080816876,0.111680420128887,-22.4990923098942,4.23642988330473e-112,5.24879054162548e-109
"ENSG00000254726.3",1312.43772935192,4.1723319581836,0.185778217667356,22.4586714770531,1.05289347240116e-111,1.26101541544579e-108
"ENSG00000168309.18",1696.97526286378,-4.55978294366883,0.20333578872191,-22.4248912221988,2.25045063032103e-111,2.6083448757237e-108
"ENSG00000143320.9",7910.67461419126,5.56425521038266,0.249790790603391,22.2756619527154,6.36307167838258e-110,7.14453641888394e-107
"ENSG00000128165.9",744.348655302291,3.45459869927258,0.155483659147195,22.2184036458915,2.28032282019904e-109,2.48278784635611e-106
"ENSG00000137648.19",5369.97375472562,4.81409126992272,0.217221493457433,22.1621313494288,7.96884876413774e-109,8.42119812045497e-106
"ENSG00000117650.13",682.975669207198,3.74046518634698,0.169005788271649,22.1321720669992,1.54931824703584e-108,1.59048584617136e-105
"ENSG00000118193.12",441.799433013923,3.75699811374898,0.169797653350948,22.1263253031171,1.76378598596455e-108,1.76035640210296e-105
"ENSG00000123485.12",688.670920901332,3.84752788724298,0.173976203536387,22.1152537475522,2.25437473902145e-108,2.18918065873083e-105
"ENSG00000169744.13",980.865735451663,-2.59018098147435,0.117217728301974,-22.0971777818589,3.36449618247699e-108,3.18121967990521e-105
"ENSG00000144452.15",589.847079024196,5.39843900028419,0.244384108693302,22.0899756090898,3.94608776232216e-108,3.63545982821116e-105
"ENSG00000131477.11",909.120585929173,-2.872105902009,0.130048431374383,-22.0848946169969,4.41575946155483e-108,3.96645593634162e-105
"ENSG00000164855.16",1887.719925861,3.12648746749614,0.141695385108039,22.0648503486001,6.87958844076344e-108,6.02886860186903e-105
"ENSG00000158402.20",196.343589904859,3.68387592621106,0.167521633504789,21.9904489297243,3.55454115677099e-107,3.04082532768528e-104
"ENSG00000276043.5",683.063469259129,3.34709032449947,0.152379977898355,21.9654207243168,6.16833145866622e-107,5.15414300720645e-104
"ENSG00000151718.16",1998.13303599093,-2.35907987176955,0.107452744353085,-21.9545799967447,7.83015563147122e-107,6.39403390542639e-104
"ENSG00000066279.18",994.215700855258,3.74357368428467,0.171304684271283,21.8533059980791,7.23045285961374e-106,5.77311491657604e-103
"ENSG00000123500.10",2787.36641877736,4.63394001027268,0.212723499808574,21.7838650381489,3.30022128315214e-105,2.57775979790557e-102
"ENSG00000080031.10",730.776682071619,5.18877537279251,0.239592633429172,21.6566565446029,5.26056378590961e-104,4.02153312399431e-101
"ENSG00000136160.17",1513.09705812004,-3.50205410829943,0.161754851725064,-21.6503806281612,6.0280434466155e-104,4.51224168826865e-101
"ENSG00000126787.13",731.015758318818,3.67738359611979,0.169938806462239,21.639457594619,7.6396606187971e-104,5.60189808231387e-101
"ENSG00000099953.10",6342.84443204077,5.53031546234099,0.255666232617576,21.6309968106473,9.17785553912918e-104,6.59520699041823e-101
"ENSG00000011426.11",2028.62431661929,3.77681624277029,0.174623152262804,21.6283819976304,9.71306171234256e-104,6.84294720244055e-101
"ENSG00000135052.16",13099.1148488126,2.63150429301397,0.121694937716243,21.6237778037231,1.07322605755912e-103,7.4155792784806e-101
"ENSG00000117724.13",2356.52681975028,3.49519384755307,0.161704643662959,21.6146782700817,1.30710285924793e-103,8.86117089297701e-101
"ENSG00000117399.14",1521.74083928807,3.76353922089038,0.174392446271385,21.5808614498913,2.71757555618254e-103,1.80819425432664e-100
"ENSG00000105227.16",1112.24572774224,-3.3598302867035,0.155715279118224,-21.5767540971533,2.96999851094968e-103,1.94021902724404e-100
"ENSG00000154133.15",1264.71157836566,-2.85690472323422,0.132422223460997,-21.5742089852137,3.13801655144755e-103,2.01337383381269e-100
"ENSG00000164932.13",3146.08524917065,3.79360663326572,0.176147141427821,21.5365779002448,7.07439637237194e-103,4.45935195893551e-100
"ENSG00000072163.20",1196.603571616,-2.81696908154904,0.131005120124069,-21.5027403423714,1.46761028750984e-102,9.09159269486702e-100
"ENSG00000186871.7",206.694113374569,3.29383788058657,0.153526348181948,21.454544575521,4.14146395167667e-102,2.52208135226682e-99
"ENSG00000175063.17",1685.90310584638,4.17772147532491,0.194758783286949,21.4507474570204,4.49373324942377e-102,2.69099726086327e-99
"ENSG00000143228.13",562.603664273087,3.7068564287976,0.172896113813595,21.4397903286252,5.68693316524779e-102,3.3496968627435e-99
"ENSG00000179776.19",3100.16981272049,-2.55966312207989,0.119451431037716,-21.4284843625832,7.25020647754648e-102,4.20161159255234e-99
"ENSG00000227066.2",485.57583212428,6.06767858539251,0.283448476705125,21.4066367754899,1.15879718008459e-101,6.60882264768876e-99
"ENSG00000142945.13",933.217490428615,3.57206287997773,0.166930440520548,21.3985110734674,1.37943157460618e-101,7.74421507431252e-99
