"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Monosaccharide Transmembrane Transport (GO:0015749)","2/14",0.0331503000606625,0.228568509570805,0,0,7.89870863599677,26.908558440938,"SLC50A1;SLC5A3"
"Negative Regulation Of Chondrocyte Differentiation (GO:0032331)","2/14",0.0331503000606625,0.228568509570805,0,0,7.89870863599677,26.908558440938,"GREM1;SOX9"
"Regulation Of Bone Remodeling (GO:0046850)","2/14",0.0331503000606625,0.228568509570805,0,0,7.89870863599677,26.908558440938,"GREM1;MDK"
"Establishment Of Spindle Orientation (GO:0051294)","3/35",0.035562150616872,0.243546849679184,0,0,4.44925667475728,14.8448265078397,"CENPA;NDC80;MAD2L1"
"Liver Development (GO:0001889)","3/35",0.035562150616872,0.243546849679184,0,0,4.44925667475728,14.8448265078397,"LSR;AURKA;E2F8"
"Skeletal System Development (GO:0001501)","7/149",0.0360911918248257,0.245516669470553,0,0,2.34916114333057,7.80322369179018,"COMP;COL1A1;COL1A2;ARSL;COL10A1;SOX9;SULF1"
"Negative Regulation Of Protein Phosphorylation (GO:0001933)","7/149",0.0360911918248257,0.245516669470553,0,0,2.34916114333057,7.80322369179018,"GREM1;CEACAM1;DEPTOR;SFRP2;IGFBP3;SORD;THY1"
"Renal Filtration (GO:0097205)","2/15",0.0377346947878513,0.250261965214462,0,0,7.29074315514993,23.8930435440498,"SULF1;IGHA1"
"Epiboly Involved In Wound Healing (GO:0090505)","2/15",0.0377346947878513,0.250261965214462,0,0,7.29074315514993,23.8930435440498,"CCNA2;CEACAM1"
"Sympathetic Nervous System Development (GO:0048485)","2/15",0.0377346947878513,0.250261965214462,0,0,7.29074315514993,23.8930435440498,"NELL1;SOX4"
"Negative Regulation Of DNA Replication (GO:0008156)","2/15",0.0377346947878513,0.250261965214462,0,0,7.29074315514993,23.8930435440498,"GMNN;CDC6"
"Negative Regulation Of Cation Transmembrane Transport (GO:1904063)","2/15",0.0377346947878513,0.250261965214462,0,0,7.29074315514993,23.8930435440498,"STK39;MMP9"
"Negative Regulation Of Epithelial Cell Differentiation (GO:0030857)","2/15",0.0377346947878513,0.250261965214462,0,0,7.29074315514993,23.8930435440498,"SORD;MMP9"
"Protein Localization To Cell-Cell Junction (GO:0150105)","2/15",0.0377346947878513,0.250261965214462,0,0,7.29074315514993,23.8930435440498,"DSP;LSR"
"Positive Regulation Of Cell Junction Assembly (GO:1901890)","4/61",0.0377730694792723,0.250261965214462,0,0,3.33427242071115,10.923606192471,"NELL1;CLDN3;SRPX2;THY1"
"Regulation Of Receptor Internalization (GO:0002090)","3/36",0.0382160554236036,0.251558112400032,0,0,4.31421006178288,14.0837368166131,"GREM1;SFRP4;EGF"
"Positive Regulation Of Signaling Receptor Activity (GO:2000273)","3/36",0.0382160554236036,0.251558112400032,0,0,4.31421006178288,14.0837368166131,"GREM1;NELL1;EGF"
"Regulation Of Cellular Component Organization (GO:0051128)","7/153",0.0407152166791451,0.267144357178649,0,0,2.28433051302713,7.31249234790034,"CEACAM1;TNC;KIF14;PAK6;MKI67;MCM2;AURKA"
"Negative Regulation Of Transferase Activity (GO:0051348)","3/37",0.0409680819710052,0.2679391599004,0,0,4.18710736721873,13.3776489448044,"CDC20;BUB1B;MAD2L1"
"Autonomic Nervous System Development (GO:0048483)","2/16",0.0425450415919062,0.272986165924092,0,0,6.76962988585265,21.3730210618916,"NELL1;SOX4"
"Regulation Of Plasminogen Activation (GO:0010755)","2/16",0.0425450415919062,0.272986165924092,0,0,6.76962988585265,21.3730210618916,"PLAU;ENO1"
"Regulation Of Stem Cell Proliferation (GO:0072091)","2/16",0.0425450415919062,0.272986165924092,0,0,6.76962988585265,21.3730210618916,"EPCAM;HMGA2"
"Negative Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039532)","2/16",0.0425450415919062,0.272986165924092,0,0,6.76962988585265,21.3730210618916,"TSPAN6;F2RL1"
"Positive Regulation Of Stem Cell Proliferation (GO:2000648)","2/16",0.0425450415919062,0.272986165924092,0,0,6.76962988585265,21.3730210618916,"EPCAM;HMGA2"
"Positive Regulation Of Telomere Capping (GO:1904355)","2/16",0.0425450415919062,0.272986165924092,0,0,6.76962988585265,21.3730210618916,"PKIB;NEK2"
"Positive Regulation Of Bone Mineralization (GO:0030501)","3/38",0.0438173252165459,0.28026553298885,0,0,4.06726768377254,12.7212988302993,"TFAP2A;CCNA2;NELL1"
"Regulation Of Cell-Matrix Adhesion (GO:0001952)","4/65",0.0459928774274612,0.287968626196264,0,0,3.11499341869092,9.59190183772312,"PLAU;CDKN2A;ENC1;THY1"
"Sphingolipid Metabolic Process (GO:0006665)","5/94",0.0460476829490501,0.287968626196264,0,0,2.67141682652782,8.22282891784966,"UGT8;FA2H;PLPP2;SGPP2;FUT3"
"Regulation Of Intracellular Signal Transduction (GO:1902531)","11/297",0.0465848372168395,0.287968626196264,0,0,1.83730007616146,5.63404425431928,"CEACAM1;JPT2;CHEK1;ARHGEF19;PAK6;F2RL1;CD24;SEZ6L2;ECT2;NGEF;AURKA"
"Heterochromatin Organization (GO:0070828)","3/39",0.0467627870051626,0.287968626196264,0,0,3.9540857605178,12.1100501163101,"UHRF1;HMGA2;EZH2"
"Regulation Of Leukocyte Chemotaxis (GO:0002688)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"MDK;F2RL1"
"Regulation Of Oxidative Phosphorylation (GO:0002082)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"UQCC2;AK4"
"Cell Migration Involved In Sprouting Angiogenesis (GO:0002042)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"GREM1;NELL1"
"Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045091)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"TOP2A;HMGA2"
"Embryonic Axis Specification (GO:0000578)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"MESP1;STIL"
"Membrane Lipid Metabolic Process (GO:0006643)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"FUT2;SMPDL3B"
"Microtubule Depolymerization (GO:0007019)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"KIF14;KIF2C"
"Positive Regulation Of Cartilage Development (GO:0061036)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"MDK;SOX9"
"Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"SFRP2;CXCL13"
"Positive Regulation Of Glial Cell Differentiation (GO:0045687)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"TENM4;MDK"
"Positive Regulation Of Lymphocyte Chemotaxis (GO:0140131)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"STK39;CXCL13"
"Purine-Containing Compound Biosynthetic Process (GO:0072522)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"PPAT;PAICS"
"Regulation Of Aerobic Respiration (GO:1903715)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"UQCC2;AK4"
"Regulation Of Cartilage Development (GO:0061035)","2/17",0.0475700385456955,0.287968626196264,0,0,6.317998385795,19.2417936196405,"MDK;SOX9"
"Regulation Of Cell Differentiation (GO:0045595)","8/193",0.0486924909797755,0.293296859597568,0,0,2.06122584500963,6.22949951333972,"TFAP2A;GREM1;NELL1;UQCC2;MDK;SIX1;CD24;RUNX2"
"Negative Regulation Of Gene Expression (GO:0010629)","12/336",0.0487386128534798,0.293296859597568,0,0,1.77014980240787,5.34812472920049,"CLDN3;SFRP2;CILP;TRIM2;CHEK1;ENC1;SORD;IGF2BP3;TYMS;LGR4;EZH2;AURKA"
"L-alpha-amino Acid Transmembrane Transport (GO:1902475)","3/40",0.0498033820400031,0.297067680555327,0,0,3.84702177906061,11.5398049944016,"SLC1A4;SLC7A11;SLC1A7"
"Endothelial Cell Migration (GO:0043542)","3/40",0.0498033820400031,0.297067680555327,0,0,3.84702177906061,11.5398049944016,"DPP4;NELL1;S100A2"
"Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808)","3/40",0.0498033820400031,0.297067680555327,0,0,3.84702177906061,11.5398049944016,"STIL;RRM2;EZH2"
"Intermediate Filament Organization (GO:0045109)","4/68",0.0527595875890511,0.306768597056926,0,0,2.96852189781022,8.73342041957906,"DSP;KRT80;KRT15;KRT6A"
"Regulation Of Oligodendrocyte Differentiation (GO:0048713)","2/18",0.0527987534328159,0.306768597056926,0,0,5.92282082324455,17.4206015671219,"TENM4;MDK"
"Cell Junction Maintenance (GO:0034331)","2/18",0.0527987534328159,0.306768597056926,0,0,5.92282082324455,17.4206015671219,"CLDN3;F2RL1"
"Response To Organophosphorus (GO:0046683)","2/18",0.0527987534328159,0.306768597056926,0,0,5.92282082324455,17.4206015671219,"NT5E;TYMS"
"Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860)","2/18",0.0527987534328159,0.306768597056926,0,0,5.92282082324455,17.4206015671219,"CEACAM1;THY1"
"Positive Regulation Of Epidermal Cell Differentiation (GO:0045606)","2/18",0.0527987534328159,0.306768597056926,0,0,5.92282082324455,17.4206015671219,"SFRP4;ETV4"
"Positive Regulation Of Focal Adhesion Assembly (GO:0051894)","2/18",0.0527987534328159,0.306768597056926,0,0,5.92282082324455,17.4206015671219,"NELL1;THY1"
"O-glycan Processing (GO:0016266)","3/41",0.052937943739912,0.306768597056926,0,0,3.74559274399591,11.0069296495949,"GALNT7;GALNT6;GCNT3"
"Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste (GO:0001580)","3/41",0.052937943739912,0.306768597056926,0,0,3.74559274399591,11.0069296495949,"CST2;CST1;CST4"
"Positive Regulation Of Ossification (GO:0045778)","3/41",0.052937943739912,0.306768597056926,0,0,3.74559274399591,11.0069296495949,"TFAP2A;CCNA2;NELL1"
"Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)","5/98",0.0533566350701196,0.308316465149498,0,0,2.55599265670076,7.49099321789979,"FERMT1;DEPDC1B;MMP1;BIK;CXCL13"
"Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)","15/456",0.0543539568469051,0.313189655032875,0,0,1.62789115646259,4.74080626593922,"TFAP2A;MESP1;CDKN2A;GMNN;HMGA2;ENO1;FOXM1;RUNX2;CENPF;SFRP2;SIX4;DEPDC1;BIRC5;SOX9;EZH2"
"Branching Morphogenesis Of An Epithelial Tube (GO:0048754)","3/42",0.0561652297486116,0.320899093563697,0,0,3.64936519790889,10.5081916291503,"NELL1;SFRP2;SIX1"
"Cardiac Ventricle Morphogenesis (GO:0003208)","3/42",0.0561652297486116,0.320899093563697,0,0,3.64936519790889,10.5081916291503,"MESP1;SFRP2;SOX4"
"Sensory Perception Of Bitter Taste (GO:0050913)","3/42",0.0561652297486116,0.320899093563697,0,0,3.64936519790889,10.5081916291503,"CST2;CST1;CST4"
"Epithelial Cell Differentiation (GO:0030855)","6/132",0.0573341271401309,0.326659984882427,0,0,2.26557224356735,6.47695215479196,"MESP1;KRT15;SPINK5;CDK1;SIX1;E2F8"
"Sphingosine Metabolic Process (GO:0006670)","2/19",0.0582206134205385,0.327129082036948,0,0,5.57413473864122,15.8501402255664,"SGPP2;PLPP2"
"Steroid Hormone Biosynthetic Process (GO:0120178)","2/19",0.0582206134205385,0.327129082036948,0,0,5.57413473864122,15.8501402255664,"SRD5A1;SRD5A3"
"Establishment Of Skin Barrier (GO:0061436)","2/19",0.0582206134205385,0.327129082036948,0,0,5.57413473864122,15.8501402255664,"FA2H;LSR"
"Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922)","2/19",0.0582206134205385,0.327129082036948,0,0,5.57413473864122,15.8501402255664,"CEACAM1;SOX9"
"Nucleotide Biosynthetic Process (GO:0009165)","2/19",0.0582206134205385,0.327129082036948,0,0,5.57413473864122,15.8501402255664,"RRM2;PPAT"
"Response To Amyloid-Beta (GO:1904645)","3/43",0.0594839273142153,0.329673864188321,0,0,3.55794902912621,10.0407069696834,"MMP12;MMP13;MMP9"
"Ephrin Receptor Signaling Pathway (GO:0048013)","3/43",0.0594839273142153,0.329673864188321,0,0,3.55794902912621,10.0407069696834,"EFNA4;MMP9;NGEF"
"Positive Regulation Of Biomineral Tissue Development (GO:0070169)","3/43",0.0594839273142153,0.329673864188321,0,0,3.55794902912621,10.0407069696834,"TFAP2A;CCNA2;NELL1"
"Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)","3/43",0.0594839273142153,0.329673864188321,0,0,3.55794902912621,10.0407069696834,"NELL1;ENC1;THY1"
"Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260)","3/43",0.0594839273142153,0.329673864188321,0,0,3.55794902912621,10.0407069696834,"GREM1;SFRP4;EGF"
"Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)","4/71",0.0600377425457682,0.331839044396991,0,0,2.8351672295457,7.97470698762346,"NELL1;MDK;ENC1;AGR2"
"Activation Of GTPase Activity (GO:0090630)","5/102",0.0613015048396937,0.337905855945629,0,0,2.4500880060347,6.84052538307264,"GRTP1;ARHGEF19;CXCL13;ECT2;NGEF"
"Non-Membrane-Bounded Organelle Assembly (GO:0140694)","6/135",0.062560391600046,0.342535232462012,0,0,2.21254335588787,6.13233588369326,"CENPF;RCC1;NEK2;CENPA;DLGAP5;SMIM22"
"Embryonic Organ Morphogenesis (GO:0048562)","3/44",0.0628926583627556,0.342535232462012,0,0,3.47099218565001,9.60189537804816,"MESP1;MFAP2;SIX1"
"Positive Regulation Of Chemotaxis (GO:0050921)","3/44",0.0628926583627556,0.342535232462012,0,0,3.47099218565001,9.60189537804816,"NELL1;MDK;F2RL1"
"Regulation Of Spindle Organization (GO:0090224)","2/20",0.0638253948392834,0.342535232462012,0,0,5.26419155232715,14.4849712143589,"TPX2;STIL"
"Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121)","2/20",0.0638253948392834,0.342535232462012,0,0,5.26419155232715,14.4849712143589,"SMPDL3B;LGR4"
"Striated Muscle Cell Differentiation (GO:0051146)","2/20",0.0638253948392834,0.342535232462012,0,0,5.26419155232715,14.4849712143589,"GREM1;MESP1"
"Xenobiotic Transport (GO:0042908)","2/20",0.0638253948392834,0.342535232462012,0,0,5.26419155232715,14.4849712143589,"ABCC3;SLC22A18"
"Mesoderm Formation (GO:0001707)","2/20",0.0638253948392834,0.342535232462012,0,0,5.26419155232715,14.4849712143589,"MESP1;HMGA2"
"Peripheral Nervous System Development (GO:0007422)","2/20",0.0638253948392834,0.342535232462012,0,0,5.26419155232715,14.4849712143589,"UGT8;GFRA3"
"Regulation Of Calcium Ion Import (GO:0090279)","2/20",0.0638253948392834,0.342535232462012,0,0,5.26419155232715,14.4849712143589,"PLPP4;EGF"
"Regulation Of Angiogenesis (GO:0045765)","8/205",0.0646551320959119,0.346075101797591,0,0,1.93447161975081,5.29791381313633,"ECM1;CEACAM1;SFRP2;SPINK5;HMGA2;SULF1;CXCL13;THBS2"
"Monocarboxylic Acid Transport (GO:0015718)","4/73",0.0651706149090046,0.347918715813426,0,0,2.75270637187489,7.51694357466268,"ABCC3;CEACAM1;CRABP2;SLC16A7"
"Regulation Of Telomerase Activity (GO:0051972)","3/45",0.066389984409413,0.350746047503236,0,0,3.38817614424411,9.18944207285083,"GREM1;PKIB;NEK2"
"Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste (GO:0050912)","3/45",0.066389984409413,0.350746047503236,0,0,3.38817614424411,9.18944207285083,"CST2;CST1;CST4"
"Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)","3/45",0.066389984409413,0.350746047503236,0,0,3.38817614424411,9.18944207285083,"EGF;SOX9;FAM83A"
"Organic Hydroxy Compound Transport (GO:0015850)","3/45",0.066389984409413,0.350746047503236,0,0,3.38817614424411,9.18944207285083,"ABCC3;CEACAM1;SLC5A3"
"Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874)","5/105",0.0676763106432057,0.35559512366469,0,0,2.37621951219512,6.39920447734555,"UNC5CL;STK39;SORD;F2RL1;INAVA"
"Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806)","4/74",0.0678203044685178,0.35559512366469,0,0,2.71324296141814,7.30104826374499,"SOX2;CDKN2A;KIF14;EZH2"
"Generation Of Neurons (GO:0048699)","7/172",0.0678323048091936,0.35559512366469,0,0,2.01931075460487,5.4333932211966,"NELL1;TUBB2B;SIX4;FUT9;SIX1;RUNX2;CIT"
"DNA Replication Initiation (GO:0006270)","2/21",0.0696032133450673,0.359414021364704,0,0,4.98687396457245,13.2897425632863,"ORC6;MCM2"
"Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145)","2/21",0.0696032133450673,0.359414021364704,0,0,4.98687396457245,13.2897425632863,"CDC20;UBE2C"
"Skin Epidermis Development (GO:0098773)","2/21",0.0696032133450673,0.359414021364704,0,0,4.98687396457245,13.2897425632863,"FA2H;LSR"
"Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971)","2/21",0.0696032133450673,0.359414021364704,0,0,4.98687396457245,13.2897425632863,"CCNB1;CDK1"
"B Cell Receptor Signaling Pathway (GO:0050853)","3/46",0.069974411239146,0.359414021364704,0,0,3.3092120117408,8.80126517250097,"IGHM;IGKC;IGHA1"
"Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)","3/46",0.069974411239146,0.359414021364704,0,0,3.3092120117408,8.80126517250097,"CEACAM1;AGR2;MMP9"
"Development Of Primary Male Sexual Characteristics (GO:0046546)","3/46",0.069974411239146,0.359414021364704,0,0,3.3092120117408,8.80126517250097,"SIX4;BIK;SOX9"
"Male Gonad Development (GO:0008584)","3/46",0.069974411239146,0.359414021364704,0,0,3.3092120117408,8.80126517250097,"SIX4;BIK;SOX9"
"Regulation Of BMP Signaling Pathway (GO:0030510)","4/75",0.0705249903001913,0.360421684096957,0,0,2.67489119632638,7.09324480272017,"CCNA2;GREM1;SFRP4;SULF1"
"Regulation Of DNA Replication (GO:0006275)","4/75",0.0705249903001913,0.360421684096957,0,0,2.67489119632638,7.09324480272017,"CCNA2;EGF;GMNN;CDC6"
"Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)","10/284",0.0731959343277763,0.371694035151321,0,0,1.74020005406867,4.54995386310719,"NELL1;GRB14;GDF15;DOK5;SULF1;EFNA4;MUC20;MMP9;SHCBP1;NGEF"
"Bicellular Tight Junction Assembly (GO:0070830)","3/47",0.0736443933952715,0.371694035151321,0,0,3.23383715798764,8.43548771704378,"CLDN3;CLDN2;ECT2"
"Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796)","3/47",0.0736443933952715,0.371694035151321,0,0,3.23383715798764,8.43548771704378,"CHEK1;SOX4;AURKA"
"Regulation Of Wound Healing (GO:0061041)","3/47",0.0736443933952715,0.371694035151321,0,0,3.23383715798764,8.43548771704378,"CLDN3;PLAU;F2RL1"
"Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718)","3/47",0.0736443933952715,0.371694035151321,0,0,3.23383715798764,8.43548771704378,"COL1A1;MDK;EZH2"
"Lipid Transport (GO:0006869)","5/108",0.0744051577195817,0.374604185152547,0,0,2.30665403741416,5.99321775505613,"ABCC3;CEACAM1;CRABP2;ABCA4;ABCA12"
"Regulation Of Neural Precursor Cell Proliferation (GO:2000177)","2/22",0.0755445142788352,0.374774492788173,0,0,4.73728813559322,12.2365725481762,"MDK;SHCBP1"
"Blood Vessel Endothelial Cell Migration (GO:0043534)","2/22",0.0755445142788352,0.374774492788173,0,0,4.73728813559322,12.2365725481762,"GREM1;NELL1"
"Regulation Of Telomere Capping (GO:1904353)","2/22",0.0755445142788352,0.374774492788173,0,0,4.73728813559322,12.2365725481762,"PKIB;NEK2"
"Homologous Chromosome Segregation (GO:0045143)","2/22",0.0755445142788352,0.374774492788173,0,0,4.73728813559322,12.2365725481762,"PTTG1;MND1"
"Membrane Protein Ectodomain Proteolysis (GO:0006509)","2/22",0.0755445142788352,0.374774492788173,0,0,4.73728813559322,12.2365725481762,"BACE2;MMP7"
"Placenta Development (GO:0001890)","2/22",0.0755445142788352,0.374774492788173,0,0,4.73728813559322,12.2365725481762,"PHLDA2;E2F8"
"Sphingolipid Biosynthetic Process (GO:0030148)","4/77",0.076097658922347,0.375686015165179,0,0,2.6013398660134,6.70036936569207,"FA2H;FUT9;PLPP2;SGPP2"
"Positive Regulation Of Endothelial Cell Proliferation (GO:0001938)","4/77",0.076097658922347,0.375686015165179,0,0,2.6013398660134,6.70036936569207,"NELL1;ECM1;MDK;EGF"
"Cell-Matrix Adhesion (GO:0007160)","5/109",0.0767261630531288,0.377871708595797,0,0,2.2843574108818,5.86511625228962,"FERMT1;COL3A1;ITGA11;THY1;ADAMTS12"
"Cellular Response To Radiation (GO:0071478)","3/48",0.077398338463153,0.379345109479646,0,0,3.16181229773463,8.09041358024166,"DEPDC1B;FIGNL1;ECT2"
"Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379)","3/48",0.077398338463153,0.379345109479646,0,0,3.16181229773463,8.09041358024166,"SORD;F2RL1;SLC5A3"
"Antibacterial Humoral Response (GO:0019731)","3/49",0.0812346112166365,0.382738134032078,0,0,3.09291895314479,7.76450665769367,"IGHM;IGHA1;WFDC2"
"Double-Strand Break Repair Via Homologous Recombination (GO:0000724)","5/111",0.0814842542443953,0.382738134032078,0,0,2.24102623101703,5.61902698385622,"GINS2;FEN1;RMI2;MCM4;MCM2"
"Regulation Of Centrosome Cycle (GO:0046605)","2/23",0.0816400633049351,0.382738134032078,0,0,4.5114723855644,11.3032015635397,"AURKA;MCM2"
"Bile Acid And Bile Salt Transport (GO:0015721)","2/23",0.0816400633049351,0.382738134032078,0,0,4.5114723855644,11.3032015635397,"ABCC3;CEACAM1"
"Lymphocyte Activation Involved In Immune Response (GO:0002285)","2/23",0.0816400633049351,0.382738134032078,0,0,4.5114723855644,11.3032015635397,"MDK;F2RL1"
"Negative Regulation Of Neuron Differentiation (GO:0045665)","2/23",0.0816400633049351,0.382738134032078,0,0,4.5114723855644,11.3032015635397,"SOX2;SOX9"
"Negative Regulation Of Oxidative Stress-Induced Cell Death (GO:1903202)","2/23",0.0816400633049351,0.382738134032078,0,0,4.5114723855644,11.3032015635397,"GPR37;PYCR1"
"Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117)","2/23",0.0816400633049351,0.382738134032078,0,0,4.5114723855644,11.3032015635397,"NELL1;THY1"
"Protein N-linked Glycosylation Via Asparagine (GO:0018279)","2/23",0.0816400633049351,0.382738134032078,0,0,4.5114723855644,11.3032015635397,"FUT8;DERL3"
"Regulation Of Neuron Differentiation (GO:0045664)","4/79",0.0818849623566562,0.382738134032078,0,0,2.53171127331711,6.33545534307331,"SOX2;PCP4;SIX1;ECT2"
"Positive Regulation Of Protein Kinase Activity (GO:0045860)","6/145",0.0819452551669003,0.382738134032078,0,0,2.05231218448224,5.13427734378985,"CCNA2;TPX2;KIF14;HMGA2;ECT2;EZH2"
"Wound Healing (GO:0042060)","4/80",0.0848578436520892,0.382738134032078,0,0,2.49827122550903,6.16268012283422,"DSP;MMP12;COL3A1;KRT6A"
"Positive Regulation Of Cellular Component Organization (GO:0051130)","5/113",0.0863958069126034,0.382738134032078,0,0,2.19929990966576,5.38568110549188,"CDC20;CLDN3;MMP1;BIK;PROM2"
"Regulation Of Cytokine Production Involved In Immune Response (GO:0002718)","2/24",0.0878809372734728,0.382738134032078,0,0,4.30618534008364,10.4716625135098,"F2RL1;INAVA"
"Ear Morphogenesis (GO:0042471)","2/24",0.0878809372734728,0.382738134032078,0,0,4.30618534008364,10.4716625135098,"TFAP2A;SIX1"
"Lipid Translocation (GO:0034204)","2/24",0.0878809372734728,0.382738134032078,0,0,4.30618534008364,10.4716625135098,"ABCA4;ATP10B"
"Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)","2/24",0.0878809372734728,0.382738134032078,0,0,4.30618534008364,10.4716625135098,"CEACAM1;THY1"
"Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413)","2/24",0.0878809372734728,0.382738134032078,0,0,4.30618534008364,10.4716625135098,"STK39;MMP9"
"Positive Regulation Of BMP Signaling Pathway (GO:0030513)","2/24",0.0878809372734728,0.382738134032078,0,0,4.30618534008364,10.4716625135098,"CCNA2;SULF1"
"Positive Regulation Of ERBB Signaling Pathway (GO:1901186)","2/24",0.0878809372734728,0.382738134032078,0,0,4.30618534008364,10.4716625135098,"AGR2;MMP9"
"Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751)","2/24",0.0878809372734728,0.382738134032078,0,0,4.30618534008364,10.4716625135098,"CCNB1;CDK1"
"Positive Regulation Of p38MAPK Cascade (GO:1900745)","2/24",0.0878809372734728,0.382738134032078,0,0,4.30618534008364,10.4716625135098,"SORD;STK39"
"Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800)","2/24",0.0878809372734728,0.382738134032078,0,0,4.30618534008364,10.4716625135098,"CEMIP;EGF"
"Spindle Assembly (GO:0051225)","4/81",0.0878828238106594,0.382738134032078,0,0,2.46569975037128,5.99596758563379,"TPX2;RCC1;NEK2;KIF11"
"Cartilage Development (GO:0051216)","3/52",0.0932204815681411,0.382738134032078,0,0,2.90311075886665,6.88846585490236,"HMGA2;SOX9;SULF1"
"Cellular Response To Ionizing Radiation (GO:0071479)","3/52",0.0932204815681411,0.382738134032078,0,0,2.90311075886665,6.88846585490236,"DEPDC1B;FIGNL1;ECT2"
"Sprouting Angiogenesis (GO:0002040)","3/52",0.0932204815681411,0.382738134032078,0,0,2.90311075886665,6.88846585490236,"GREM1;NELL1;E2F8"
"Regulation Of Cell Division (GO:0051302)","4/83",0.0940867780861876,0.382738134032078,0,0,2.40303058301765,5.67965350083398,"SFRP2;PRC1;KIF20A;AURKA"
"Regulation Of Keratinocyte Proliferation (GO:0010837)","2/25",0.0942585153449094,0.382738134032078,0,0,4.118749342036,9.72730842942398,"CDH3;MDK"
"Regulation Of Myelination (GO:0031641)","2/25",0.0942585153449094,0.382738134032078,0,0,4.118749342036,9.72730842942398,"TENM4;KIF14"
"Regulation Of Neutrophil Chemotaxis (GO:0090022)","2/25",0.0942585153449094,0.382738134032078,0,0,4.118749342036,9.72730842942398,"DPP4;MDK"
"Cellular Response To Hexose Stimulus (GO:0071331)","2/25",0.0942585153449094,0.382738134032078,0,0,4.118749342036,9.72730842942398,"SLC2A5;SOX4"
"Metanephros Development (GO:0001656)","2/25",0.0942585153449094,0.382738134032078,0,0,4.118749342036,9.72730842942398,"SIX4;SIX1"
"Negative Regulation Of Response To Wounding (GO:1903035)","2/25",0.0942585153449094,0.382738134032078,0,0,4.118749342036,9.72730842942398,"CLDN3;MDK"
"Positive Regulation Of T Cell Migration (GO:2000406)","2/25",0.0942585153449094,0.382738134032078,0,0,4.118749342036,9.72730842942398,"STK39;CXCL13"
"Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200)","2/25",0.0942585153449094,0.382738134032078,0,0,4.118749342036,9.72730842942398,"BIK;MMP9"
"Purine Ribonucleotide Catabolic Process (GO:0009154)","2/25",0.0942585153449094,0.382738134032078,0,0,4.118749342036,9.72730842942398,"NT5E;SORD"
